reaction	has_metadata@reconstructionData
2.4.1.117-RXN	2.4.1.117-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
SUCCSEMIALDDEHYDROG-RXN	SUCCSEMIALDDEHYDROG-RXN_reconstructionData_B_NAPUS_V5
3.6.3.23-RXN	3.6.3.23-RXN_reconstructionData_B_NAPUS_V5
RXN-11917	RXN-11917_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-14284	RXN-14284_reconstructionData_B_NAPUS_V5
2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN	2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN_reconstructionData_B_NAPUS_V5
ADCLY-RXN	ADCLY-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
ADCLY-RXN	ADCLY-RXN_reconstructionData_B_NAPUS_V5
RXN-2189	RXN-2189_reconstructionData_B_NAPUS_V5
H2NEOPTERINALDOL-RXN	H2NEOPTERINALDOL-RXN_reconstructionData_B_NAPUS_V5
RXN-1401	RXN-1401_reconstructionData_B_NAPUS_V5
RXN-9550	RXN-9550_reconstructionData_B_NAPUS_V5
RXN-7657	RXN-7657_reconstructionData_B_NAPUS_V5
4.2.99.18-RXN	4.2.99.18-RXN_reconstructionData_B_NAPUS_V5
RXN-13158	RXN-13158_reconstructionData_B_NAPUS_V5
HYDROXYPYRUVATE-REDUCTASE-RXN	HYDROXYPYRUVATE-REDUCTASE-RXN_reconstructionData_B_NAPUS_V5
RXN-18227	RXN-18227_reconstructionData_B_NAPUS_V5
GLUTAMIDOTRANS-RXN	GLUTAMIDOTRANS-RXN_reconstructionData_B_NAPUS_V5
RXN-8574	RXN-8574_reconstructionData_B_NAPUS_V5
RXN1G-1435	RXN1G-1435_reconstructionData_B_NAPUS_V5
PHOSACETYLGLUCOSAMINEMUT-RXN	PHOSACETYLGLUCOSAMINEMUT-RXN_reconstructionData_B_NAPUS_V5
PHOSACETYLGLUCOSAMINEMUT-RXN	PHOSACETYLGLUCOSAMINEMUT-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN3DJ-170	RXN3DJ-170_reconstructionData_B_NAPUS_V5
RETINYL-PALMITATE-ESTERASE-RXN	RETINYL-PALMITATE-ESTERASE-RXN_reconstructionData_B_NAPUS_V5
RXN-14970	RXN-14970_reconstructionData_B_NAPUS_V5
RXN-7974	RXN-7974_reconstructionData_B_NAPUS_V5
2.4.1.119-RXN	2.4.1.119-RXN_reconstructionData_B_NAPUS_V5
RXN-14965	RXN-14965_reconstructionData_B_NAPUS_V5
RXN-11319	RXN-11319_reconstructionData_B_NAPUS_V5
RXN-11213	RXN-11213_reconstructionData_B_NAPUS_V5
1.3.1.71-RXN	1.3.1.71-RXN_reconstructionData_B_NAPUS_V5
SAMDECARB-RXN	SAMDECARB-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
SAMDECARB-RXN	SAMDECARB-RXN_reconstructionData_B_NAPUS_V5
3.1.4.43-RXN	3.1.4.43-RXN_reconstructionData_B_NAPUS_V5
RXN6666-4	RXN6666-4_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
MANNKIN-RXN	MANNKIN-RXN_reconstructionData_B_NAPUS_V5
RXN-7668	RXN-7668_reconstructionData_B_NAPUS_V5
RXN-14372	RXN-14372_reconstructionData_B_NAPUS_V5
RXN-12430	RXN-12430_reconstructionData_B_NAPUS_V5
3.6.3.4-RXN	3.6.3.4-RXN_reconstructionData_B_NAPUS_V5
5.99.1.3-RXN	5.99.1.3-RXN_reconstructionData_B_NAPUS_V5
RXN-11368	RXN-11368_reconstructionData_B_NAPUS_V5
RXN-17743	RXN-17743_reconstructionData_B_NAPUS_V5
AMINO-ACID-RACEMASE-RXN	AMINO-ACID-RACEMASE-RXN_reconstructionData_B_NAPUS_V5
RXN-12613	RXN-12613_reconstructionData_B_NAPUS_V5
RXN1F-151	RXN1F-151_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-17793	RXN-17793_reconstructionData_B_NAPUS_V5
RXN-13188	RXN-13188_reconstructionData_B_NAPUS_V5
RXN0-7192	RXN0-7192_reconstructionData_B_NAPUS_V5
RIBAZOLEPHOSPHAT-RXN	RIBAZOLEPHOSPHAT-RXN_reconstructionData_B_NAPUS_V5
RXN-13403	RXN-13403_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-13403	RXN-13403_reconstructionData_B_NAPUS_V5
RXN-14192	RXN-14192_reconstructionData_B_NAPUS_V5
RXN-18229	RXN-18229_reconstructionData_B_NAPUS_V5
GLUCOSE-16-BISPHOSPHATE-SYNTHASE-RXN	GLUCOSE-16-BISPHOSPHATE-SYNTHASE-RXN_reconstructionData_B_NAPUS_V5
RXN-14272	RXN-14272_reconstructionData_B_NAPUS_V5
RXN-12508	RXN-12508_reconstructionData_B_NAPUS_V5
1.5.4.1-RXN	1.5.4.1-RXN_reconstructionData_B_NAPUS_V5
3.1.21.7-RXN	3.1.21.7-RXN_reconstructionData_B_NAPUS_V5
CARBPSYN-RXN	CARBPSYN-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
CARBPSYN-RXN	CARBPSYN-RXN_reconstructionData_B_NAPUS_V5
RXN-8800	RXN-8800_reconstructionData_B_NAPUS_V5
RXN-10952	RXN-10952_reconstructionData_B_NAPUS_V5
RXN-10952	RXN-10952_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
BADH-RXN	BADH-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
BADH-RXN	BADH-RXN_reconstructionData_B_NAPUS_V5
GSHTRAN-RXN	GSHTRAN-RXN_reconstructionData_B_NAPUS_V5
GSHTRAN-RXN	GSHTRAN-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-10704	RXN-10704_reconstructionData_B_NAPUS_V5
HISTONE-ACETYLTRANSFERASE-RXN	HISTONE-ACETYLTRANSFERASE-RXN_reconstructionData_B_NAPUS_V5
RXN-10696	RXN-10696_reconstructionData_B_NAPUS_V5
PROPIONYL-COA-CARBOXY-RXN	PROPIONYL-COA-CARBOXY-RXN_reconstructionData_B_NAPUS_V5
RXN-9540	RXN-9540_reconstructionData_B_NAPUS_V5
GLYC3PDEHYDROGBIOSYN-RXN	GLYC3PDEHYDROGBIOSYN-RXN_reconstructionData_B_NAPUS_V5
SHIKIMATE-5-DEHYDROGENASE-RXN	SHIKIMATE-5-DEHYDROGENASE-RXN_reconstructionData_B_NAPUS_V5
SHIKIMATE-5-DEHYDROGENASE-RXN	SHIKIMATE-5-DEHYDROGENASE-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXNQT-4178	RXNQT-4178_reconstructionData_B_NAPUS_V5
RXN-17891	RXN-17891_reconstructionData_B_NAPUS_V5
RXN-9721	RXN-9721_reconstructionData_B_NAPUS_V5
SERINE-O-ACETTRAN-RXN	SERINE-O-ACETTRAN-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
SERINE-O-ACETTRAN-RXN	SERINE-O-ACETTRAN-RXN_reconstructionData_B_NAPUS_V5
RXN4FS-13	RXN4FS-13_reconstructionData_B_NAPUS_V5
RXN-14177	RXN-14177_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
1.6.5.7-RXN	1.6.5.7-RXN_reconstructionData_B_NAPUS_V5
RXN-18202	RXN-18202_reconstructionData_B_NAPUS_V5
RXN-14361	RXN-14361_reconstructionData_B_NAPUS_V5
ALCOHOL-DEHYDROG-RXN	ALCOHOL-DEHYDROG-RXN_reconstructionData_B_NAPUS_V5
RXN-10656	RXN-10656_reconstructionData_B_NAPUS_V5
RXN-9623	RXN-9623_reconstructionData_B_NAPUS_V5
RXN-9623	RXN-9623_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN1G-4355	RXN1G-4355_reconstructionData_B_NAPUS_V5
3.2.1.133-RXN	3.2.1.133-RXN_reconstructionData_B_NAPUS_V5
RXN0-2601	RXN0-2601_reconstructionData_B_NAPUS_V5
RXN-1101	RXN-1101_reconstructionData_B_NAPUS_V5
RXN-1101	RXN-1101_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-14919	RXN-14919_reconstructionData_B_NAPUS_V5
RXN1F-461	RXN1F-461_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN1F-461	RXN1F-461_reconstructionData_B_NAPUS_V5
RXN66-27	RXN66-27_reconstructionData_B_NAPUS_V5
RXN-9958	RXN-9958_reconstructionData_B_NAPUS_V5
ASPARTATE--TRNA-LIGASE-RXN	ASPARTATE--TRNA-LIGASE-RXN_reconstructionData_B_NAPUS_V5
3.1.3.57-RXN	3.1.3.57-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
3.1.3.57-RXN	3.1.3.57-RXN_reconstructionData_B_NAPUS_V5
NAD+-ADP-RIBOSYLTRANSFERASE-RXN	NAD+-ADP-RIBOSYLTRANSFERASE-RXN_reconstructionData_B_NAPUS_V5
RXN-18082	RXN-18082_reconstructionData_B_NAPUS_V5
RXN-13298	RXN-13298_reconstructionData_B_NAPUS_V5
RXN-17744	RXN-17744_reconstructionData_B_NAPUS_V5
ABC-25-RXN	ABC-25-RXN_reconstructionData_B_NAPUS_V5
PHOSCHOL-RXN	PHOSCHOL-RXN_reconstructionData_B_NAPUS_V5
RXN-5424	RXN-5424_reconstructionData_B_NAPUS_V5
DIHYDLIPACETRANS-RXN	DIHYDLIPACETRANS-RXN_reconstructionData_B_NAPUS_V5
HEXOKINASE-RXN	HEXOKINASE-RXN_reconstructionData_B_NAPUS_V5
RXN-17573	RXN-17573_reconstructionData_B_NAPUS_V5
RXN-8409	RXN-8409_reconstructionData_B_NAPUS_V5
2.1.1.62-RXN	2.1.1.62-RXN_reconstructionData_B_NAPUS_V5
RXN-15733	RXN-15733_reconstructionData_B_NAPUS_V5
2.7.7.60-RXN	2.7.7.60-RXN_reconstructionData_B_NAPUS_V5
5.3.3.14-RXN	5.3.3.14-RXN_reconstructionData_B_NAPUS_V5
RXN-8452	RXN-8452_reconstructionData_B_NAPUS_V5
CYTIDEAM-RXN	CYTIDEAM-RXN_reconstructionData_B_NAPUS_V5
RXN-9542	RXN-9542_reconstructionData_B_NAPUS_V5
RXN1G-488	RXN1G-488_reconstructionData_B_NAPUS_V5
RXN-12968	RXN-12968_reconstructionData_B_NAPUS_V5
TRIACYLGLYCEROL-LIPASE-RXN	TRIACYLGLYCEROL-LIPASE-RXN_reconstructionData_B_NAPUS_V5
R162-RXN	R162-RXN_reconstructionData_B_NAPUS_V5
UNSPECIFIC-MONOOXYGENASE-RXN	UNSPECIFIC-MONOOXYGENASE-RXN_reconstructionData_B_NAPUS_V5
RXN66-81	RXN66-81_reconstructionData_B_NAPUS_V5
RXN-10705	RXN-10705_reconstructionData_B_NAPUS_V5
R213-RXN	R213-RXN_reconstructionData_B_NAPUS_V5
3.6.4.3-RXN	3.6.4.3-RXN_reconstructionData_B_NAPUS_V5
RXN-12817	RXN-12817_reconstructionData_B_NAPUS_V5
TRANS-RXN-311	TRANS-RXN-311_reconstructionData_B_NAPUS_V5
RXN0-1401	RXN0-1401_reconstructionData_B_NAPUS_V5
RXN-17608	RXN-17608_reconstructionData_B_NAPUS_V5
RXN-12878	RXN-12878_reconstructionData_B_NAPUS_V5
RXNQT-4325	RXNQT-4325_reconstructionData_B_NAPUS_V5
2.7.1.140-RXN	2.7.1.140-RXN_reconstructionData_B_NAPUS_V5
RXN-10780	RXN-10780_reconstructionData_B_NAPUS_V5
RXN-10780	RXN-10780_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
XYLULOKIN-RXN	XYLULOKIN-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
XYLULOKIN-RXN	XYLULOKIN-RXN_reconstructionData_B_NAPUS_V5
RXN1G-363	RXN1G-363_reconstructionData_B_NAPUS_V5
RXN-12024	RXN-12024_reconstructionData_B_NAPUS_V5
MALTODEXGLUCOSID-RXN	MALTODEXGLUCOSID-RXN_reconstructionData_B_NAPUS_V5
RXN-4733	RXN-4733_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-12625	RXN-12625_reconstructionData_B_NAPUS_V5
RXN-12625	RXN-12625_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
ALCOHOL-DEHYDROGENASE-NADPORNOP+-RXN	ALCOHOL-DEHYDROGENASE-NADPORNOP+-RXN_reconstructionData_B_NAPUS_V5
RXN-13303	RXN-13303_reconstructionData_B_NAPUS_V5
3-OXOACYL-ACP-SYNTH-BASE-RXN	3-OXOACYL-ACP-SYNTH-BASE-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
3-OXOACYL-ACP-SYNTH-BASE-RXN	3-OXOACYL-ACP-SYNTH-BASE-RXN_reconstructionData_B_NAPUS_V5
RXN-18200	RXN-18200_reconstructionData_B_NAPUS_V5
RXN0-5038	RXN0-5038_reconstructionData_B_NAPUS_V5
RXN-11190	RXN-11190_reconstructionData_B_NAPUS_V5
RXN-11659	RXN-11659_reconstructionData_B_NAPUS_V5
RXN-16025	RXN-16025_reconstructionData_B_NAPUS_V5
RXN-7683	RXN-7683_reconstructionData_B_NAPUS_V5
FARNESOL-DEHYDROGENASE-RXN	FARNESOL-DEHYDROGENASE-RXN_reconstructionData_B_NAPUS_V5
RXN-14228	RXN-14228_reconstructionData_B_NAPUS_V5
RXN-14228	RXN-14228_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
3.5.1.88-RXN	3.5.1.88-RXN_reconstructionData_B_NAPUS_V5
DAPASYN-RXN	DAPASYN-RXN_reconstructionData_B_NAPUS_V5
DAPASYN-RXN	DAPASYN-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-10953	RXN-10953_reconstructionData_B_NAPUS_V5
RXN-10700	RXN-10700_reconstructionData_B_NAPUS_V5
RXN-13305	RXN-13305_reconstructionData_B_NAPUS_V5
RXN-15129	RXN-15129_reconstructionData_B_NAPUS_V5
RXN-9896	RXN-9896_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-17014	RXN-17014_reconstructionData_B_NAPUS_V5
THIAZOLSYN3-RXN	THIAZOLSYN3-RXN_reconstructionData_B_NAPUS_V5
THIAZOLSYN3-RXN	THIAZOLSYN3-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
3.2.1.7-RXN	3.2.1.7-RXN_reconstructionData_B_NAPUS_V5
RXN-17731	RXN-17731_reconstructionData_B_NAPUS_V5
RXN-12086	RXN-12086_reconstructionData_B_NAPUS_V5
RXN-22	RXN-22_reconstructionData_B_NAPUS_V5
DIHYDRODIPICSYN-RXN	DIHYDRODIPICSYN-RXN_reconstructionData_B_NAPUS_V5
RXN0-2145	RXN0-2145_reconstructionData_B_NAPUS_V5
1.1.1.43-RXN	1.1.1.43-RXN_reconstructionData_B_NAPUS_V5
RXN-7184	RXN-7184_reconstructionData_B_NAPUS_V5
DIPHOSPHOMEVALONTE-DECARBOXYLASE-RXN	DIPHOSPHOMEVALONTE-DECARBOXYLASE-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
DIPHOSPHOMEVALONTE-DECARBOXYLASE-RXN	DIPHOSPHOMEVALONTE-DECARBOXYLASE-RXN_reconstructionData_B_NAPUS_V5
3.5.1.98-RXN	3.5.1.98-RXN_reconstructionData_B_NAPUS_V5
RXN-773	RXN-773_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
2.3.1.168-RXN	2.3.1.168-RXN_reconstructionData_B_NAPUS_V5
2.4.1.19-RXN	2.4.1.19-RXN_reconstructionData_B_NAPUS_V5
RXN-12380	RXN-12380_reconstructionData_B_NAPUS_V5
RXNQT-4359	RXNQT-4359_reconstructionData_B_NAPUS_V5
RXN-15065	RXN-15065_reconstructionData_B_NAPUS_V5
RXN-15889	RXN-15889_reconstructionData_B_NAPUS_V5
PYRAMKIN-RXN	PYRAMKIN-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
PYRAMKIN-RXN	PYRAMKIN-RXN_reconstructionData_B_NAPUS_V5
OHMETHYLBILANESYN-RXN	OHMETHYLBILANESYN-RXN_reconstructionData_B_NAPUS_V5
OHMETHYLBILANESYN-RXN	OHMETHYLBILANESYN-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-7645	RXN-7645_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-6382	RXN-6382_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN66-353	RXN66-353_reconstructionData_B_NAPUS_V5
RXN-12450	RXN-12450_reconstructionData_B_NAPUS_V5
RXN0-7008	RXN0-7008_reconstructionData_B_NAPUS_V5
3.2.1.48-RXN	3.2.1.48-RXN_reconstructionData_B_NAPUS_V5
1.1.1.271-RXN	1.1.1.271-RXN_reconstructionData_B_NAPUS_V5
1.1.1.271-RXN	1.1.1.271-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
NADH-DEHYDROGENASE-RXN	NADH-DEHYDROGENASE-RXN_reconstructionData_B_NAPUS_V5
RXN-8583	RXN-8583_reconstructionData_B_NAPUS_V5
RXN-11598	RXN-11598_reconstructionData_B_NAPUS_V5
AMACETOXID-RXN	AMACETOXID-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
AMACETOXID-RXN	AMACETOXID-RXN_reconstructionData_B_NAPUS_V5
RXN-15316	RXN-15316_reconstructionData_B_NAPUS_V5
PYRIDOXINE-4-DEHYDROGENASE-RXN	PYRIDOXINE-4-DEHYDROGENASE-RXN_reconstructionData_B_NAPUS_V5
RXN-1302	RXN-1302_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-8026	RXN-8026_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-7647	RXN-7647_reconstructionData_B_NAPUS_V5
RXN-7647	RXN-7647_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-905	RXN-905_reconstructionData_B_NAPUS_V5
RXN-10727	RXN-10727_reconstructionData_B_NAPUS_V5
RXN-10727	RXN-10727_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
L-3-CYANOALANINE-SYNTHASE-RXN	L-3-CYANOALANINE-SYNTHASE-RXN_reconstructionData_B_NAPUS_V5
RXN-16405	RXN-16405_reconstructionData_B_NAPUS_V5
RXNQT-4171	RXNQT-4171_reconstructionData_B_NAPUS_V5
1.3.1.2-RXN	1.3.1.2-RXN_reconstructionData_B_NAPUS_V5
RXN-18251	RXN-18251_reconstructionData_B_NAPUS_V5
PSERTRANSAMPYR-RXN	PSERTRANSAMPYR-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
PSERTRANSAMPYR-RXN	PSERTRANSAMPYR-RXN_reconstructionData_B_NAPUS_V5
RXNQT-4326	RXNQT-4326_reconstructionData_B_NAPUS_V5
RXN-9650	RXN-9650_reconstructionData_B_NAPUS_V5
PURINE-NUCLEOSIDASE-RXN	PURINE-NUCLEOSIDASE-RXN_reconstructionData_B_NAPUS_V5
3-ISOPROPYLMALDEHYDROG-RXN	3-ISOPROPYLMALDEHYDROG-RXN_reconstructionData_B_NAPUS_V5
3-ISOPROPYLMALDEHYDROG-RXN	3-ISOPROPYLMALDEHYDROG-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-525	RXN-525_reconstructionData_B_NAPUS_V5
FLAVONOL-3-O-GLUCOSYLTRANSFERASE-RXN	FLAVONOL-3-O-GLUCOSYLTRANSFERASE-RXN_reconstructionData_B_NAPUS_V5
3.2.1.37-RXN	3.2.1.37-RXN_reconstructionData_B_NAPUS_V5
RXN-16402	RXN-16402_reconstructionData_B_NAPUS_V5
3.4.25.1-RXN	3.4.25.1-RXN_reconstructionData_B_NAPUS_V5
2.7.7.15-RXN	2.7.7.15-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
2.7.7.15-RXN	2.7.7.15-RXN_reconstructionData_B_NAPUS_V5
MALEYLACETOACETATE-ISOMERASE-RXN	MALEYLACETOACETATE-ISOMERASE-RXN_reconstructionData_B_NAPUS_V5
RXN-13610	RXN-13610_reconstructionData_B_NAPUS_V5
2.4.1.232-RXN	2.4.1.232-RXN_reconstructionData_B_NAPUS_V5
L-LYSINE-AMINOTRANSFERASE-RXN	L-LYSINE-AMINOTRANSFERASE-RXN_reconstructionData_B_NAPUS_V5
1.8.5.1-RXN	1.8.5.1-RXN_reconstructionData_B_NAPUS_V5
RXN-12626	RXN-12626_reconstructionData_B_NAPUS_V5
RXN-11694	RXN-11694_reconstructionData_B_NAPUS_V5
RXN-15212	RXN-15212_reconstructionData_B_NAPUS_V5
RXN-13445	RXN-13445_reconstructionData_B_NAPUS_V5
RXN0-985	RXN0-985_reconstructionData_B_NAPUS_V5
RXN-14382	RXN-14382_reconstructionData_B_NAPUS_V5
3.4.17.13-RXN	3.4.17.13-RXN_reconstructionData_B_NAPUS_V5
H2SOXIREDPYRO-RXN	H2SOXIREDPYRO-RXN_reconstructionData_B_NAPUS_V5
PANTOATE-BETA-ALANINE-LIG-RXN	PANTOATE-BETA-ALANINE-LIG-RXN_reconstructionData_B_NAPUS_V5
PANTOATE-BETA-ALANINE-LIG-RXN	PANTOATE-BETA-ALANINE-LIG-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-17926	RXN-17926_reconstructionData_B_NAPUS_V5
RXN-11662	RXN-11662_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-11662	RXN-11662_reconstructionData_B_NAPUS_V5
2.5.1.64-RXN	2.5.1.64-RXN_reconstructionData_B_NAPUS_V5
RXN-14026	RXN-14026_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-14026	RXN-14026_reconstructionData_B_NAPUS_V5
RXN-15211	RXN-15211_reconstructionData_B_NAPUS_V5
RXN-12588	RXN-12588_reconstructionData_B_NAPUS_V5
D-2-HYDROXY-ACID-DEHYDROGENASE-RXN	D-2-HYDROXY-ACID-DEHYDROGENASE-RXN_reconstructionData_B_NAPUS_V5
RXN-12204	RXN-12204_reconstructionData_B_NAPUS_V5
FUMHYDR-RXN	FUMHYDR-RXN_reconstructionData_B_NAPUS_V5
FUMHYDR-RXN	FUMHYDR-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
3.2.1.52-RXN	3.2.1.52-RXN_reconstructionData_B_NAPUS_V5
PROTOPORGENOXI-RXN	PROTOPORGENOXI-RXN_reconstructionData_B_NAPUS_V5
PROTOPORGENOXI-RXN	PROTOPORGENOXI-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-6902	RXN-6902_reconstructionData_B_NAPUS_V5
RXN-16021	RXN-16021_reconstructionData_B_NAPUS_V5
RXN-3142	RXN-3142_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
2.3.1.176-RXN	2.3.1.176-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
2.3.1.176-RXN	2.3.1.176-RXN_reconstructionData_B_NAPUS_V5
3.2.1.47-RXN	3.2.1.47-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN0-6373	RXN0-6373_reconstructionData_B_NAPUS_V5
RXN-10939	RXN-10939_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-10939	RXN-10939_reconstructionData_B_NAPUS_V5
ISOCHORSYN-RXN	ISOCHORSYN-RXN_reconstructionData_B_NAPUS_V5
RXN-8675	RXN-8675_reconstructionData_B_NAPUS_V5
RXN-14561	RXN-14561_reconstructionData_B_NAPUS_V5
RXN-527	RXN-527_reconstructionData_B_NAPUS_V5
RXN-527	RXN-527_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-8805	RXN-8805_reconstructionData_B_NAPUS_V5
RXN-14569	RXN-14569_reconstructionData_B_NAPUS_V5
RXN-10784	RXN-10784_reconstructionData_B_NAPUS_V5
3.6.4.5-RXN	3.6.4.5-RXN_reconstructionData_B_NAPUS_V5
RXN-6723	RXN-6723_reconstructionData_B_NAPUS_V5
RIBOFLAVINSYNREDUC-RXN	RIBOFLAVINSYNREDUC-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RIBOFLAVINSYNREDUC-RXN	RIBOFLAVINSYNREDUC-RXN_reconstructionData_B_NAPUS_V5
D-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN	D-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN_reconstructionData_B_NAPUS_V5
RXN-12669	RXN-12669_reconstructionData_B_NAPUS_V5
RXN-9104	RXN-9104_reconstructionData_B_NAPUS_V5
METHIONYL-TRNA-FORMYLTRANSFERASE-RXN	METHIONYL-TRNA-FORMYLTRANSFERASE-RXN_reconstructionData_B_NAPUS_V5
RXN-14531	RXN-14531_reconstructionData_B_NAPUS_V5
SERINE--GLYOXYLATE-AMINOTRANSFERASE-RXN	SERINE--GLYOXYLATE-AMINOTRANSFERASE-RXN_reconstructionData_B_NAPUS_V5
BETAGALACTOSID-RXN	BETAGALACTOSID-RXN_reconstructionData_B_NAPUS_V5
PEPCARBOX-RXN	PEPCARBOX-RXN_reconstructionData_B_NAPUS_V5
GMP-SYN-NH3-RXN	GMP-SYN-NH3-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
GMP-SYN-NH3-RXN	GMP-SYN-NH3-RXN_reconstructionData_B_NAPUS_V5
RXN-12490	RXN-12490_reconstructionData_B_NAPUS_V5
RXN-12490	RXN-12490_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
GLUC1PURIDYLTRANS-RXN	GLUC1PURIDYLTRANS-RXN_reconstructionData_B_NAPUS_V5
GLUC1PURIDYLTRANS-RXN	GLUC1PURIDYLTRANS-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-10068	RXN-10068_reconstructionData_B_NAPUS_V5
ADDALT-RXN	ADDALT-RXN_reconstructionData_B_NAPUS_V5
ADDALT-RXN	ADDALT-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-17677	RXN-17677_reconstructionData_B_NAPUS_V5
RXN-9840	RXN-9840_reconstructionData_B_NAPUS_V5
CYCLOARTENOL-SYNTHASE-RXN	CYCLOARTENOL-SYNTHASE-RXN_reconstructionData_B_NAPUS_V5
CYCLOARTENOL-SYNTHASE-RXN	CYCLOARTENOL-SYNTHASE-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
MANNPISOM-RXN	MANNPISOM-RXN_reconstructionData_B_NAPUS_V5
MANNPISOM-RXN	MANNPISOM-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-13304	RXN-13304_reconstructionData_B_NAPUS_V5
RXN-10773	RXN-10773_reconstructionData_B_NAPUS_V5
RXN3O-5293	RXN3O-5293_reconstructionData_B_NAPUS_V5
RXN-12195	RXN-12195_reconstructionData_B_NAPUS_V5
RXN-13995	RXN-13995_reconstructionData_B_NAPUS_V5
ISOVALERYLCOA-DHLIPOAMIDE-RXN	ISOVALERYLCOA-DHLIPOAMIDE-RXN_reconstructionData_B_NAPUS_V5
RXN-12265	RXN-12265_reconstructionData_B_NAPUS_V5
RXN-17020	RXN-17020_reconstructionData_B_NAPUS_V5
RXN-13689	RXN-13689_reconstructionData_B_NAPUS_V5
RXN-14160	RXN-14160_reconstructionData_B_NAPUS_V5
RXN-16654	RXN-16654_reconstructionData_B_NAPUS_V5
