reaction	in@metabolic_network	DIRECTION	EC-NUMBER	COMMON-NAME
RXN-7569	brassica_napus	LEFT-TO-RIGHT	EC-2.1.1.fq	demethylphylloquinol methyltransferase
RXN-7569				2-phytyl-1,4-naphthoquinone methyltransferase
RXN-9674	brassica_napus	LEFT-TO-RIGHT	EC-3.2.1.21	beta-glucosidase
RXN-9674				scopolin beta-glucosidase
RXN-9674				lotustralinase (&beta;-glucosidase)
RXN-17932	brassica_napus	LEFT-TO-RIGHT		
RXN-12790	brassica_napus	LEFT-TO-RIGHT	EC-5.3.3.1	3-oxo-24-ethyl-cholest-5-ene isomerase
RXN-37	brassica_napus	LEFT-TO-RIGHT	EC-1.2.1.3	aldehyde dehydrogenase (NAD)
RXN-17900	brassica_napus	LEFT-TO-RIGHT		imidazoleglycerol-phosphate synthase
RXNQT-4330	brassica_napus	LEFT-TO-RIGHT	EC-2.8.2.d	5-methylthiopentyl-desulfoglucosinolate sulfotransferase
PLASMALOGEN-SYNTHASE-RXN	brassica_napus	REVERSIBLE	EC-2.3.1.25	plasmalogen synthase
O-AMINOPHENOL-OXIDASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-1.10.3.4	o-aminophenol oxidase
SPHINGOMYELIN-PHOSPHODIESTERASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.1.4.12	sphingomyelin phosphodiesterase
RXN-13202	brassica_napus	LEFT-TO-RIGHT	EC-6.3.4.16	carbamoyl-phosphate synthase (glutamine-hydrolyzing)
RXN-13202				ammonia-dependent carbamoyl-phosphate synthase
RXN-7871	brassica_napus	REVERSIBLE	EC-2.4.1.144	Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A soluble form
RXN-7871				III
RXN-7871				N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase
3.4.22.45-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.4.22.45	
RXN-6701	brassica_napus	LEFT-TO-RIGHT	EC-1.11.1.17	glutathione amide-dependent peroxidase
GUANIDINOBUTANAMIDE-NH3-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.5.1.4	amidase
GUANIDINOBUTANAMIDE-NH3-RXN				guanidinobutyramidase
RXN-14457	brassica_napus	LEFT-TO-RIGHT	EC-3.5.3.25	N&omega;-hydroxy-L-arginine amidinohydrolase
RIBONUCLEOSIDE-DIP-REDUCTII-RXN	brassica_napus	LEFT-TO-RIGHT	EC-1.17.4.1	2'-deoxycytidine diphosphate:oxidized NrdH glutaredoxin-like protein oxidoreductase
RIBONUCLEOSIDE-DIP-REDUCTII-RXN				ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor
RXN-14803	brassica_napus	LEFT-TO-RIGHT	EC-2.3.1.16	acetyl-CoA C-acyltransferase
RXN-7710	brassica_napus	REVERSIBLE	EC-2.4.1.18	1,4-alpha-glucan branching enzyme
RXN-16020	brassica_napus	LEFT-TO-RIGHT	EC-1.1.1.330	3-oxo-arachidoyl-CoA reductase
2PGADEHYDRAT-RXN	brassica_napus	REVERSIBLE	EC-4.2.1.11	enolase
METHIONINE--TRNA-LIGASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-6.1.1.10	methionine-tRNA ligase
RXN0-5182	brassica_napus	LEFT-TO-RIGHT	EC-2.4.1.1	maltodextrin phosphorylase
RXN0-5182				phosphorylase
RXN-17884	brassica_napus	LEFT-TO-RIGHT	EC-1.1.1.284	S-(hydroxymethyl)glutathione dehydrogenase
RXN-18234	brassica_napus	LEFT-TO-RIGHT	EC-2.4.1.69	type 1 precursor disaccharide 2-&alpha;-L-fucosyltransferase
3.1.11.3-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.1.11.3	
RIB5PISOM-RXN	brassica_napus	REVERSIBLE	EC-5.3.1.6	ribose-5-phosphate isomerase
RXN-12091	brassica_napus	LEFT-TO-RIGHT	EC-1.5.3.13	spermine:oxygen oxidoreductase (spermidine-forming)
RXN-12091			EC-1.5.3.17	N1-acetylspermidine:oxygen oxidoreductase (3-acetamidopropanal-forming)
RXN-11592	brassica_napus	LEFT-TO-RIGHT	EC-2.1.1.177	23S rRNA m3&Psi;1915 methyltransferase
DTDPKIN-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.7.4.6	dTDP kinase
DTDPKIN-RXN				nucleoside diphosphate kinase
TCX8	brassica_napus	REVERSIBLE		PEROXISOMAL ABC TRANSPORTER 1
RXN-16066	brassica_napus	REVERSIBLE	EC-2.3.1.51	1-acylglycerol-3-phosphate O-acyltransferase
DHHB-METHYLTRANSFER-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.1.1.64	3-demethylubiquinone-9 3-O-methyltransferase
DHHB-METHYLTRANSFER-RXN				5-demethylubiquinone-8 methyltransferase
RXN-14485	brassica_napus	LEFT-TO-RIGHT	EC-4.2.1.134	3-hydroxy-(11Z)-eicos-11-enoyl-CoA dehydratase
RXN-14485				3-hydroxy-behenoyl-CoA dehydratase
RXN66-17	brassica_napus	LEFT-TO-RIGHT		4&alpha;-formyl-4&beta;-methyl-5&alpha;-cholesta-8-en-3&beta;-ol 4-hydroxylase
RXN66-17				C-4 methylsterol oxidase
RXN-17790	brassica_napus	LEFT-TO-RIGHT	EC-1.1.1.35	3-hydroxyacyl-CoA dehydrogenase
2.7.11.30-RXN	brassica_napus	REVERSIBLE	EC-2.7.11.30	transmembrane receptor protein serine/threonine kinase
3.1.11.2-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.1.11.2	exodeoxyribonuclease III
CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.1.1.104	caffeoyl-CoA O-methyltransferase
2.3.1.158-RXN	brassica_napus	REVERSIBLE	EC-2.3.1.158	
RXN-16997	brassica_napus	LEFT-TO-RIGHT		phosphoglucomutase
SEDOHEPTULOSE-BISPHOSPHATASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.1.3.37	sedoheptulose-bisphosphatase
5.1.1.18-RXN	brassica_napus	LEFT-TO-RIGHT	EC-5.1.1.18	serine racemase
DIAMINOPIMEPIM-RXN	brassica_napus	REVERSIBLE	EC-5.1.1.7	diaminopimelate epimerase
ANTHRANSYN-RXN	brassica_napus	REVERSIBLE	EC-4.1.3.27	anthranilate synthase
RXN-17934	brassica_napus	LEFT-TO-RIGHT		
RXN-18217	brassica_napus	LEFT-TO-RIGHT	EC-3.2.1.147	thioglucosidase
2.7.11.16-RXN	brassica_napus	REVERSIBLE	EC-2.7.11.16	G-protein coupled receptor kinase
RXN-8389	brassica_napus	LEFT-TO-RIGHT	EC-1.14.19.2	stearoyl-[acp] 9-desaturase
RXN-8389				acyl-[acyl-carrier-protein] desaturase
6-PHOSPHOFRUCTO-2-KINASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.7.1.105	6-phosphofructo-2-kinase
RXN-1824	brassica_napus	LEFT-TO-RIGHT	EC-3.2.1.41	pullulanase
RXN-8668	brassica_napus	LEFT-TO-RIGHT	EC-1.8.4.11	protein-methionine-S-oxide reductase
RXN-8668				peptide-methionine (S)-S-oxide reductase
RXN-9910	brassica_napus	LEFT-TO-RIGHT	EC-1.2.1.28	Chlorobenzaldehyde dehydrogenase (NAD+)
RXN-9910				benzaldehyde dehydrogenase (NAD+)
NITRATE-REDUCTASE-NADPH-RXN	brassica_napus	LEFT-TO-RIGHT	EC-1.7.1.3	nitrate reductase (NADPH)
RXN-13414	brassica_napus	LEFT-TO-RIGHT		deoxyhypusine synthase
TRANS-OCTAPRENYLTRANSTRANSFERASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.5.1.84	trans-octaprenyltranstransferase
RXN-10781	brassica_napus	LEFT-TO-RIGHT	EC-1.1.1.1	5-hydroxytryptophol dehydrogenase
RXN-10781				alcohol dehydrogenase (NAD)
RXN-17016	brassica_napus	LEFT-TO-RIGHT	EC-2.3.1.15	glycerol-3-phosphate O-acyltransferase
RXN-17016				acyl-acp:sn-glycerol-3-phosphate 1-O-acyltransferase (glycerol-3-phosphate acyltransferase)
RXN-5284	brassica_napus	LEFT-TO-RIGHT		magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase
FGAMSYN-RXN	brassica_napus	LEFT-TO-RIGHT	EC-6.3.5.3	phosphoribosylformylglycinamidine synthase
H2PTERIDINEPYROPHOSPHOKIN-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.7.6.3	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase
RXN-7984	brassica_napus	LEFT-TO-RIGHT		violaxanthin de-epoxidase
RXN-7984				VDE
1.1.1.215-RXN	brassica_napus	LEFT-TO-RIGHT	EC-1.1.1.215	2-keto-D-gluconate reductase
RXN-15556	brassica_napus	LEFT-TO-RIGHT	EC-2.3.2.23	ubiquitin-conjugating enzyme E2
RXN-14550	brassica_napus	LEFT-TO-RIGHT	EC-2.1.1.287	
RXN-16152	brassica_napus	LEFT-TO-RIGHT	EC-2.3.1.23	1-acylglycerophosphocholine O-acyltransferase
SHIKIMATE-KINASE-RXN	brassica_napus	REVERSIBLE	EC-2.7.1.71	shikimate kinase
RXN-15881	brassica_napus	LEFT-TO-RIGHT	EC-2.8.1.7	cysteine desulfurase
RXN-14394	brassica_napus	LEFT-TO-RIGHT	EC-2.3.1.16	acetyl-CoA C-acyltransferase
DNA-DIRECTED-DNA-POLYMERASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.7.7.7	DNA polymerase
DNA-DIRECTED-DNA-POLYMERASE-RXN				DNA-directed DNA polymerase
RXN-10086	brassica_napus	LEFT-TO-RIGHT	EC-2.3.1.174	
RXN1G-45	brassica_napus	LEFT-TO-RIGHT	EC-2.1.1	cis,cis-&Delta;19,31-C50:2-[acp] reductase
RXN1G-45				enoyl-[acyl-carrier-protein] reductase
SULFATE-ADENYLYLTRANS-RXN	brassica_napus	REVERSIBLE	EC-2.7.7.4	sulfate adenylyltransferase (ATP)
PMPOXI-RXN	brassica_napus	LEFT-TO-RIGHT	EC-1.4.3.5	pyridoxamine-phosphate oxidase
PMPOXI-RXN				pyridoxamine 5'-phosphate oxidase
KETOISOCAPROATE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-1.2.4.4	4-methyl-2-oxopentanoate dehydrogenase (lipoamide)
KETOISOCAPROATE-RXN				3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)
GLUTAMATE-DEHYDROGENASE-RXN	brassica_napus	REVERSIBLE	EC-1.4.1.2	glutamate dehydrogenase (NAD+)
5.5.1.13-RXN	brassica_napus	LEFT-TO-RIGHT	EC-5.5.1.13	ent-copalyl diphosphate synthase
3.6.3.15-RXN	brassica_napus	REVERSIBLE	EC-3.6.3.15	V-type Na+-translocating ATPase
RXN-18260	brassica_napus	LEFT-TO-RIGHT	EC-2.4.1.152	NeuNAca2&rarr;3Gal&beta;l&rarr;4GlcNAc&beta;1&rarr;3Gal&beta;l&rarr;4GlcNAc &alpha;-(1,3)-fucosyltransferase
2.4.1.101-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.4.1.101	Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
RXN-7580	brassica_napus	LEFT-TO-RIGHT		ent-kaurenal 19-hydroxylase
RXN-7580				ent-kaurene oxidase
2.5.1.32-RXN	brassica_napus	LEFT-TO-RIGHT		geranylgeranyl-diphosphate geranylgeranyltransferase
2.5.1.32-RXN				PSase
VIOMYCIN-KINASE-RXN	brassica_napus	REVERSIBLE	EC-2.7.1.103	
RXN-4021	brassica_napus	LEFT-TO-RIGHT	EC-2.1.1.41	sterol 24-C-methyltransferase
RXN-4735	brassica_napus	LEFT-TO-RIGHT	EC-2.4.1.215	cis-zeatin O-beta-D-glucosyltransferase
2.7.11.25-RXN	brassica_napus	REVERSIBLE	EC-2.7.11.25	MAP kinase kinase kinase
R217-RXN	brassica_napus	LEFT-TO-RIGHT	EC-4.2.1.114	cis-(homo)3aconitate hydratase
RXN-16631	brassica_napus	LEFT-TO-RIGHT	EC-4.2.1.59	3-hydroxyacyl-[acyl-carrier-protein] dehydratase
RXN-16631				(3R,11Z)-3-hydroxy-icos-11-enoyl-[acp] dehydratase
RXN-12078	brassica_napus	REVERSIBLE	EC-1.1.1.21	alditol:NADP+ 1-oxidoreductase
ACETOOHBUTSYN-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.2.1.6	2-aceto-2-hydroxy-butyrate synthase
ACETOOHBUTSYN-RXN				acetolactate synthase
ACETOOHBUTSYN-RXN				acetohydroxybutanoate synthase
RXN-12720	brassica_napus	LEFT-TO-RIGHT	EC-2.7.7.4	sulfate adenylyltransferase (ATP)
ADENOSINE-KINASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.7.1.20	adenosine kinase
RXN0-1603	brassica_napus	LEFT-TO-RIGHT	EC-3.6.1.66	
RXN-12488	brassica_napus	LEFT-TO-RIGHT	EC-3.4.11.26	intermediate cleaving peptidase
3.4.11.18-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.4.11.18	methionine aminopeptidase
3.4.21.92-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.4.21.92	ATP-dependent Clp protease
RXN-1961	brassica_napus	LEFT-TO-RIGHT	EC-6.3.4.19	tRNAIle-lysidine synthetase
RXN-17888	brassica_napus	LEFT-TO-RIGHT	EC-2.3.2.8	arginyltransferase
RXN-17888				arginyl-tRNA--protein transferase
2.7.1.145-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.7.1.145	deoxynucleoside kinase
RXN-13302	brassica_napus	LEFT-TO-RIGHT	EC-4.2.1.134	3-hydroxy-arachidoyl-CoA dehydratase
RXN-13302				3-hydroxy-behenoyl-CoA dehydratase
RXN-15635	brassica_napus	LEFT-TO-RIGHT	EC-2.1.2.11	
RXN-15684	brassica_napus	LEFT-TO-RIGHT	EC-1.8.3.2	FAD-dependent 3-benzyl-3,6 -dithio-6-(hydroxymethyl)-diketopiperazine dithiol oxidase
RXN-15684				3-benzyl-3,6 -dithio-6-(hydroxymethyl)-diketopiperazine oxidase
RXN-15684				thiol oxidase
RXN-5642	brassica_napus	LEFT-TO-RIGHT	EC-2.1.1.103	phosphoethanolamine N-methyltransferase
RXN-16621	brassica_napus	LEFT-TO-RIGHT	EC-2.3.1.41	3-oxoacyl-[acyl-carrier-protein] synthase
RXN-16621				(7Z)-3-oxo-hexadec-7-enoyl-[acp] synthase
RXN-1403	brassica_napus	LEFT-TO-RIGHT	EC-4.99.1.6	indole-3-acetaldoxime dehydratase
RXN-1403				indoleacetaldoxime dehydratase
RXN-8093	brassica_napus	LEFT-TO-RIGHT	EC-1.2.3.1	aldehyde oxidase
CERAMIDASE-YEAST-RXN	brassica_napus	REVERSIBLE	EC-3.5.1.23	ceramidase
CERAMIDASE-YEAST-RXN				phytoceramidase
2.7.1.150-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.7.1.150	phosphatidylinositol-3-phosphate 5-kinase
2.7.1.150-RXN				1-phosphatidylinositol-3-phosphate 5-kinase
RXN0-4641	brassica_napus	REVERSIBLE	EC-4.2.1.126	N-acetylmuramic acid 6-phosphate etherase
RXN-11135	brassica_napus	REVERSIBLE	EC-3.6.4.12	
1.2.1.13-RXN	brassica_napus	LEFT-TO-RIGHT	EC-1.2.1.13	glyceraldehyde-3-phosphate dehydrogenase
RXN-17918	brassica_napus	LEFT-TO-RIGHT		DNA ligase (ATP)
RXN-10857	brassica_napus	REVERSIBLE	EC-4.1.2.25	dihydroneopterin aldolase
RXN-10857				7,8-dihydromonapterin aldolase
RXN-17786	brassica_napus	LEFT-TO-RIGHT	EC-1.1.1.35	3-hydroxyacyl-CoA dehydrogenase
RXN-17110	brassica_napus	LEFT-TO-RIGHT	EC-4.2.1.134	3-hydroxy-behenoyl-CoA dehydratase
3.6.3.7-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.6.3.7	
RXN-10958	brassica_napus	LEFT-TO-RIGHT	EC-3.1.3.95	phosphatidylinositol-3,5-bisphosphate 3-phosphatase
2.6.1.50-RXN	brassica_napus	REVERSIBLE	EC-2.6.1.50	L-glutamine:2-oxoglutarate aminotransferase
RXN-13191	brassica_napus	LEFT-TO-RIGHT	EC-1.14.13.81	magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase
RXN-17590	brassica_napus	LEFT-TO-RIGHT	EC-1.8.1.5	2-oxoehtyl-CoM reductase (carboxylating)
RXN1K-87	brassica_napus	LEFT-TO-RIGHT		
ASNSYNA-RXN	brassica_napus	LEFT-TO-RIGHT	EC-6.3.1.1	aspartate-ammonia ligase
ASNSYNA-RXN				asparagine synthase (glutamine-hydrolyzing)
ASNSYNA-RXN				asparagine synthetase
RXN0-6382	brassica_napus	LEFT-TO-RIGHT	EC-3.6.1.9	NADH pyrophosphatase
RXN0-6382				inosine triphosphate pyrophosphatase
GLUTKIN-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.7.2.11	glutamate 5-kinase
RXN-17933	brassica_napus	LEFT-TO-RIGHT		
RIBONUCLEOSIDE-DIP-REDUCTI-RXN	brassica_napus	LEFT-TO-RIGHT	EC-1.17.4.1	ribonucleoside-diphosphate reductase
RIBONUCLEOSIDE-DIP-REDUCTI-RXN				ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor
RXN-11552	brassica_napus	REVERSIBLE	EC-5.4.99.30	UDP-&beta;-L-arabinose mutase
RXN-982	brassica_napus	LEFT-TO-RIGHT	EC-1.20.4.1	arsenate reductase (glutaredoxin)
RXN-982				cytoplasmic arsenate reductase
RXN-8357	brassica_napus	LEFT-TO-RIGHT	EC-3.1.1.14	pheophytinase a
UGD-RXN	brassica_napus	LEFT-TO-RIGHT	EC-1.1.1.22	UDP-glucose 6-dehydrogenase
CTPSYN-RXN	brassica_napus	LEFT-TO-RIGHT	EC-6.3.4.2	CTP synthase
RXN0-5181	brassica_napus	LEFT-TO-RIGHT	EC-3.2.1.1	alpha-amylase
RXN0-5181				&alpha;-amylase
RXN-12994	brassica_napus	LEFT-TO-RIGHT	EC-1.1.1.330	3-oxoacyl-[acyl-carrier-protein] reductase
RXN-12994				3-oxo-arachidoyl-CoA reductase
MALEATE-HYDRATASE-RXN	brassica_napus	REVERSIBLE	EC-4.2.1.31	
3.6.3.40-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.6.3.40	
RXN-8759	brassica_napus	REVERSIBLE	EC-4.99.1.3	precorrin-2 cobaltochelatase
GLUTATHIONE-REDUCT-NADPH-RXN	brassica_napus	LEFT-TO-RIGHT	EC-1.8.1.7	glutathione-disulfide reductase
GALACTURONOKINASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.7.1.44	galacturonokinase
3.2.1.23-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.2.1.23	&beta;-galactosidase
3.2.1.23-RXN				beta-galactosidase
RXN0-4181	brassica_napus	LEFT-TO-RIGHT	EC-3.1.4.52	phosphodiesterase, c-di-GMP-specific
RXN-13177	brassica_napus	LEFT-TO-RIGHT	EC-3.5.1.113	2'''-acetyl-6'''-hydroxyneomycin C deacetylase
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	brassica_napus	REVERSIBLE	EC-1.2.1.11	aspartate-semialdehyde dehydrogenase
3.2.1.24-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.2.1.24	alpha-mannosidase
RXN-16998	brassica_napus	LEFT-TO-RIGHT		phosphoglucomutase
RXN-14178	brassica_napus	REVERSIBLE	EC-5.3.99.11	scyllo-inosose epimerase/isomerase
RXN66-161	brassica_napus	LEFT-TO-RIGHT	EC-1.14.14.1	aromatase
ALDHDEHYDROG-RXN	brassica_napus	LEFT-TO-RIGHT	EC-1.2.1.3	aldehyde dehydrogenase (NAD)
RXN0-2001	brassica_napus	LEFT-TO-RIGHT	EC-2.4.2.43	4-amino-4-deoxy-L-arabinose transferase
RXN-13294	brassica_napus	LEFT-TO-RIGHT	EC-2.3.1.199	3-oxo-arachidoyl-CoA synthase
RXN-13294				3-oxo-cerotoyl-CoA synthase
RXN-15740	brassica_napus	LEFT-TO-RIGHT	EC-1.1.5.3	sn-glycerol-3-phosphate:ubiquinone-8 oxidoreductase
RXN-9225	brassica_napus	LEFT-TO-RIGHT	EC-2.1.1.222	
RXN0-5205	brassica_napus	LEFT-TO-RIGHT	EC-3.6.3.5	Zn2+-exporting ATPase
RXN0-5205				zinc-exporting ATPase
RXN-12590	brassica_napus	LEFT-TO-RIGHT		pyridoxal 5&prime;-phosphate synthase (glutamine hydrolyzing)
RXN-12590				pyridoxal 5'-phosphate synthase (glutamine hydrolysing)
RXN-12590				PdxST
1-PHOSPHATIDYLINOSITOL-3-KINASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.7.1.137	phosphatidylinositol 3-kinase
1-PHOSPHATIDYLINOSITOL-3-KINASE-RXN				1-phosphatidylinositol-3-kinase
RXNQT-4141	brassica_napus	LEFT-TO-RIGHT	EC-2.7.7.69	GDP-L-galactose phosphorylase
3.4.21.105-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.4.21.105	
2-CARBOXY-D-ARABINITOL-1-PHOSPHATASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.1.3.63	
RETINOL-DEHYDROGENASE-RXN	brassica_napus	REVERSIBLE	EC-1.1.1.105	all-trans-retinol dehydrogenase (NAD)
RETINOL-DEHYDROGENASE-RXN				all-trans retinol dehydrogenase
RETINOL-DEHYDROGENASE-RXN				retinal reductase
RXN-12750	brassica_napus	LEFT-TO-RIGHT	EC-1.1.1.35	3-[(3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1-oxo-octahydro-1H-inden-4-yl]-3-hydroxypropanoate dehydrogenase
RXN-12750				3-hydroxyacyl-CoA dehydrogenase
RXN0-5141	brassica_napus	LEFT-TO-RIGHT	EC-1.1.1.91	aryl-alcohol dehydrogenase (NADP+)
2.3.1.78-RXN	brassica_napus	REVERSIBLE	EC-2.3.1.78	
OXALODECARB-RXN	brassica_napus	LEFT-TO-RIGHT	EC-1.1.1.38	oxaloacetate decarboxylase
OXALODECARB-RXN			EC-4.1.1.3	malate dehydrogenase (decarboxylating) (NAD+)
RXN-2541	brassica_napus	LEFT-TO-RIGHT	EC-2.5.1.115	homogentisate phytyltransferase
RXN-17472	brassica_napus	LEFT-TO-RIGHT		biotin synthase
RXN-17923	brassica_napus	LEFT-TO-RIGHT		
3.2.2.21-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.2.2.21	3-methyl-adenine DNA glycosylase
3.2.2.21-RXN				DNA-3-methyladenine glycosylase
DCTP-PYROPHOSPHATASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.6.1.9	dCTP pyrophosphohydrolase
DCTP-PYROPHOSPHATASE-RXN			EC-3.6.1.12	NADH pyrophosphatase
DCTP-PYROPHOSPHATASE-RXN			EC-3.6.1.65	
RXN-7979	brassica_napus	LEFT-TO-RIGHT		antheraxanthin epoxidase
RXN-7979				Zea-epoxidase
RXN-15843	brassica_napus	LEFT-TO-RIGHT	EC-2.1.1.310	25S rRNA (cytosine2870-C5)-methyltransferase
RXN-10828	brassica_napus	LEFT-TO-RIGHT	EC-2.7.8.23	carboxyvinyl-carboxyphosphonate phosphorylmutase
RXN-18250	brassica_napus	LEFT-TO-RIGHT	EC-2.4.1.152	A type 2 antigen 3-L-fucosyltransferase
RXN-18029	brassica_napus	LEFT-TO-RIGHT	EC-3.6.3.40	teichoic acid transporter
GLUTRNAREDUCT-RXN	brassica_napus	LEFT-TO-RIGHT	EC-1.2.1.70	glutamyl-tRNA reductase
DIACYLGLYKIN-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.7.1.107	diacylglycerol kinase
RXN-16261	brassica_napus	REVERSIBLE	EC-3.1.4.11	phosphatidylinositol phospholipase C
R15-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.6.1.88	methionine-oxo-acid transaminase
RXN-13822	brassica_napus	LEFT-TO-RIGHT	EC-2.4.1.91	flavonol 3-O-glucosyltransferase
RXN-13822				daphnetin 3-O-glucosyltransferase
RXN-13193	brassica_napus	LEFT-TO-RIGHT	EC-1.14.15.n	antheraxanthin epoxidase
RXN-8770	brassica_napus	LEFT-TO-RIGHT	EC-3.1.3.73	adenosylcobalamin 5'-phosphate phosphatase
3.2.1.1-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.2.1.1	alpha-amylase
HOMOSERDEAM-RXN	brassica_napus	LEFT-TO-RIGHT	EC-4.4.1.1	L-cysteine desulfhydrase
HOMOSERDEAM-RXN				cystathionine gamma-lyase
FORMALDEHYDE-TRANSKETOLASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.2.1.3	dihydroxyacetone synthase
RXN-1882	brassica_napus	REVERSIBLE	EC-5.1.3.18	GDP-mannose 3,5-epimerase
ENOYL-COA-HYDRAT-RXN	brassica_napus	LEFT-TO-RIGHT	EC-4.2.1.17	enoyl-CoA hydratase
RXN-14726	brassica_napus	LEFT-TO-RIGHT	EC-4.2.1.84	indole-3-acetonitrile nitrile hydratase
RXN-14726				nitrile hydratase
RXN1F-19	brassica_napus	LEFT-TO-RIGHT	EC-4.2.1.92	allene oxide synthase
RXN-8660	brassica_napus	LEFT-TO-RIGHT		[histone-H3]-lysine-36 demethylase
RXN-8660				JHDM1A
RXN-8660				JmjC domain-containing histone demethylase 1A
RXN-8660				H3-K36-specific demethylase
RXN-8660				histone-lysine (H3-K36) demethylase
RXN-8660				histone demethylase
RXN-8660				protein-6-N,6-N-dimethyl-L-lysine,2-oxoglutarate:oxygen oxidoreductase
RXN0-748	brassica_napus	LEFT-TO-RIGHT	EC-1.17.4.1	2'-deoxyguanosine 5'-diphosphate:oxidized NrdH glutaredoxin-like protein oxidoreductase
RXN0-748				ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor
RXN-7733	brassica_napus	LEFT-TO-RIGHT	EC-1.12.98.3	F420 non-reducing hydrogenase
THIOREDOXIN-REDUCT-NADPH-RXN	brassica_napus	LEFT-TO-RIGHT	EC-1.8.1.9	thioredoxin reductase
THIOREDOXIN-REDUCT-NADPH-RXN				thioredoxin-disulfide reductase
RXN-18219	brassica_napus	LEFT-TO-RIGHT	EC-3.2.1.147	thioglucosidase
RXN-13675	brassica_napus	LEFT-TO-RIGHT	EC-3.4.19.9	gamma-glutamyl-peptidase
RXN-16415	brassica_napus	REVERSIBLE	EC-6.2.1.3	decanoate--CoA ligase
RXN-16415				long-chain fatty acid-CoA ligase
2.4.1.123-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.4.1.123	inositol 3-alpha-galactosyltransferase
RXN-6384	brassica_napus	LEFT-TO-RIGHT	EC-3.1.2.4	3-hydroxyisobutyryl-CoA hydrolase
AMP-DEAMINASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.5.4.17	AMP deaminase
AMP-DEAMINASE-RXN			EC-3.5.4.6	
RXN-9310	brassica_napus	LEFT-TO-RIGHT	EC-4.2.99.20	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
RXN-9781	brassica_napus	REVERSIBLE	EC-5.1.99.5	5-monosubstituted-hydantoin racemase
RXN1F-163	brassica_napus	LEFT-TO-RIGHT	EC-1.14.11	
RXN-9516	brassica_napus	LEFT-TO-RIGHT	EC-2.3.1.41	3-oxo-hexanoyl-[acyl-carrier protein] synthase
RXN-9516				3-oxoacyl-[acyl-carrier-protein] synthase
RXN-9516				&beta;-ketohexanoyl-[acp] synthase
