gene	in@metabolic_network	TRANSCRIPTION-DIRECTION	RIGHT-END-POSITION	LEFT-END-POSITION	CENTISOME-POSITION
BnaA09g35380D	brassica_napus	POSITIVE	25811005	25809184	76.211205    
BnaC03g29230D	brassica_napus	NEGATIVE	17401146	17399918	28.72535    
BnaA04g06130D	brassica_napus	POSITIVE	4698959	4697721	24.529053    
BnaC01g01920D	brassica_napus	NEGATIVE	979212	976972	2.516068    
BnaA03g01490D	brassica_napus	NEGATIVE	673849	671542	2.2559578    
BnaA09g06320D	brassica_napus	NEGATIVE	3124352	3123355	9.222866    
BnaC05g18870D	brassica_napus	NEGATIVE	12520535	12519061	28.98922    
BnaA10g22290D	brassica_napus	POSITIVE	15083046	15079980	86.67538    
BnaA08g06950D	brassica_napus	POSITIVE	6998550	6995806	36.893936    
BnaA02g26370D	brassica_napus	POSITIVE	19439762	19438085	78.39918    
BnaA10g23200D	brassica_napus	POSITIVE	15388740	15386745	88.438576    
BnaA10g00700D	brassica_napus	POSITIVE	349419	347830	1.9992266    
BnaC01g33580D	brassica_napus	NEGATIVE	32801843	32800848	84.47444    
BnaAnng14720D	brassica_napus	NEGATIVE	15779856	15778899	32.42795    
BnaAnng19840D	brassica_napus	POSITIVE	21714453	21714295	44.626064    
BnaC03g03390D	brassica_napus	NEGATIVE	1632011	1629206	2.6896396    
BnaC04g33690D	brassica_napus	POSITIVE	35236924	35235332	72.01137    
BnaC03g16610D	brassica_napus	POSITIVE	8461372	8456202	13.9602585    
BnaA10g11330D	brassica_napus	NEGATIVE	9565712	9563766	54.96977    
BnaA03g43170D	brassica_napus	POSITIVE	21661062	21659122	72.760994    
BnaC03g46580D	brassica_napus	NEGATIVE	31577619	31571154	52.120502    
BnaC06g39830D	brassica_napus	POSITIVE	36773458	36773193	98.78375    
BnaAnng10120D	brassica_napus	POSITIVE	10839176	10835861	22.269283    
BnaC07g15040D	brassica_napus	POSITIVE	21005767	21004790	46.91661    
BnaC04g31830D	brassica_napus	POSITIVE	33648801	33646038	68.76329    
BnaA05g18870D	brassica_napus	NEGATIVE	14276798	14274687	61.881985    
BnaA01g22760D	brassica_napus	POSITIVE	15098509	15095448	64.87683    
BnaC04g54450D	brassica_napus	NEGATIVE	1771883	1768930	39.888336    
BnaC09g24870D	brassica_napus	NEGATIVE	23192002	23189258	47.8048    
BnaC08g39370D	brassica_napus	POSITIVE	35113057	35110982	91.25166    
BnaA05g25210D	brassica_napus	POSITIVE	18700154	18698271	81.05860    
BnaA01g29830D	brassica_napus	NEGATIVE	20620486	20617839	88.610825    
BnaA03g49430D	brassica_napus	POSITIVE	25517949	25516603	85.7197    
BnaAnng27330D	brassica_napus	NEGATIVE	31272229	31271662	64.26785    
BnaA04g08740D	brassica_napus	NEGATIVE	7762442	7760722	40.52245    
BnaC05g39620D	brassica_napus	NEGATIVE	38061620	38060459	88.13306    
BnaC09g23860D	brassica_napus	POSITIVE	21584347	21583293	44.49409    
BnaC03g03280D	brassica_napus	POSITIVE	1591863	1590414	2.6255984    
BnaC04g50440D	brassica_napus	NEGATIVE	48125846	48125241	98.35481    
BnaC09g03730D	brassica_napus	POSITIVE	2121215	2119918	4.370224    
BnaC01g10820D	brassica_napus	POSITIVE	6614106	6612830	17.030508    
BnaA03g46170D	brassica_napus	NEGATIVE	23637562	23636950	79.40525    
BnaC08g04620D	brassica_napus	POSITIVE	5237924	5236090	13.608332    
BnaC05g04940D	brassica_napus	POSITIVE	2431013	2428181	5.622712    
BnaA01g25640D	brassica_napus	NEGATIVE	17884901	17881347	76.850006    
BnaCnng36050D	brassica_napus	NEGATIVE	34601031	34598935	42.888474    
BnaC08g47920D	brassica_napus	POSITIVE	2908569	2902908	64.23886    
BnaC08g41790D	brassica_napus	NEGATIVE	36236724	36234137	94.170685    
BnaC03g44940D	brassica_napus	NEGATIVE	30032261	30030189	49.576534    
BnaC05g39530D	brassica_napus	NEGATIVE	38017122	38015816	88.02968    
BnaC06g28140D	brassica_napus	NEGATIVE	29411213	29408115	78.99896    
BnaA09g09490D	brassica_napus	NEGATIVE	4752325	4750354	14.027185    
BnaA09g09210D	brassica_napus	POSITIVE	4588168	4586951	13.544677    
BnaCnng38460D	brassica_napus	POSITIVE	37083411	37081588	45.965946    
BnaC04g02590D	brassica_napus	POSITIVE	1922909	1920031	3.9240174    
BnaAnng26730D	brassica_napus	NEGATIVE	30686615	30685568	63.063343    
BnaC03g12740D	brassica_napus	NEGATIVE	6111753	6108065	10.083742    
BnaC07g13020D	brassica_napus	NEGATIVE	18518909	18516856	41.359528    
BnaC09g51650D	brassica_napus	NEGATIVE	868358	865193	19.495628    
BnaC03g26470D	brassica_napus	NEGATIVE	15059607	15057689	24.858587    
BnaC09g02120D	brassica_napus	NEGATIVE	1142041	1140813	2.351793    
BnaC07g25160D	brassica_napus	POSITIVE	31401220	31399745	70.13493    
BnaA06g03390D	brassica_napus	NEGATIVE	2068075	2067090	8.472935    
BnaC02g08370D	brassica_napus	NEGATIVE	4555236	4553890	9.852255    
BnaA09g53040D	brassica_napus	NEGATIVE	834671	831604	20.114397    
BnaCnng07790D	brassica_napus	POSITIVE	7151075	7149290	8.862184    
BnaA01g00800D	brassica_napus	POSITIVE	466054	464363	1.9957274    
BnaA09g43380D	brassica_napus	POSITIVE	30074082	30072252	88.7995    
BnaA09g42320D	brassica_napus	POSITIVE	29427754	29426798	86.893555    
BnaA04g13770D	brassica_napus	NEGATIVE	11623195	11621112	60.6794    
BnaC01g00950D	brassica_napus	NEGATIVE	387208	385337	0.9923868    
BnaC05g00520D	brassica_napus	POSITIVE	299804	298075	0.69022447    
BnaA01g11790D	brassica_napus	POSITIVE	5888099	5885702	25.295422    
BnaC07g15280D	brassica_napus	NEGATIVE	21238733	21235181	47.431213    
BnaA08g15870D	brassica_napus	NEGATIVE	13150909	13148471	69.34138    
BnaC09g47860D	brassica_napus	POSITIVE	46985296	46983499	96.85678    
BnaA07g15260D	brassica_napus	POSITIVE	13247099	13245148	55.17313    
BnaA08g00850D	brassica_napus	NEGATIVE	614561	612457	3.229928    
BnaCnng27840D	brassica_napus	POSITIVE	26395717	26386877	32.708893    
BnaC02g15040D	brassica_napus	NEGATIVE	10531986	10529215	22.779758    
BnaC01g20060D	brassica_napus	POSITIVE	13987666	13986970	36.021675    
BnaA03g33330D	brassica_napus	POSITIVE	16125665	16119396	54.15101    
BnaC01g26980D	brassica_napus	NEGATIVE	24384470	24383966	62.797825    
BnaC01g38570D	brassica_napus	POSITIVE	37578420	37575630	96.77130    
BnaA03g08010D	brassica_napus	POSITIVE	3556972	3555755	11.945095    
BnaA03g27400D	brassica_napus	NEGATIVE	13511908	13507750	45.377525    
BnaCnng30160D	brassica_napus	NEGATIVE	28604608	28601754	35.45443    
BnaC01g17250D	brassica_napus	POSITIVE	11816764	11815694	30.429829    
BnaC08g19240D	brassica_napus	POSITIVE	22182325	22181681	57.649063    
BnaC05g42220D	brassica_napus	POSITIVE	39706520	39704805	91.940704    
BnaA05g20890D	brassica_napus	POSITIVE	16222086	16219580	70.313255    
BnaC03g17090D	brassica_napus	NEGATIVE	8717155	8714939	14.387405    
BnaA09g42980D	brassica_napus	NEGATIVE	29891728	29890580	88.26305    
BnaC02g14310D	brassica_napus	POSITIVE	9677896	9676724	20.93541    
BnaC09g17820D	brassica_napus	POSITIVE	14509854	14508096	29.908531    
BnaAnng31790D	brassica_napus	NEGATIVE	36309406	36308454	74.6192    
BnaA05g26510D	brassica_napus	POSITIVE	19407725	19404137	84.11858    
BnaC05g31970D	brassica_napus	NEGATIVE	31311417	31307324	72.495445    
BnaA03g28120D	brassica_napus	NEGATIVE	13747384	13746395	46.17922    
BnaCnng67930D	brassica_napus	POSITIVE	67557012	67555880	83.741554    
BnaC05g07140D	brassica_napus	NEGATIVE	3594525	3593384	8.320864    
BnaC01g28510D	brassica_napus	POSITIVE	26425865	26423453	68.05026    
BnaAnng28680D	brassica_napus	NEGATIVE	32861474	32860299	67.53274    
BnaA10g15860D	brassica_napus	NEGATIVE	12170569	12169573	69.947205    
BnaA03g34780D	brassica_napus	POSITIVE	16908478	16906559	56.795383    
BnaA02g16070D	brassica_napus	POSITIVE	9567536	9563298	38.57143    
BnaC08g30570D	brassica_napus	NEGATIVE	30295000	30291587	78.7263    
BnaC09g34170D	brassica_napus	NEGATIVE	37563386	37560731	77.43169    
BnaC06g35250D	brassica_napus	NEGATIVE	34305023	34302017	92.14544    
BnaA10g22990D	brassica_napus	NEGATIVE	15323923	15317481	88.04047    
BnaA01g17720D	brassica_napus	NEGATIVE	9396687	9390103	40.35655    
BnaA03g51930D	brassica_napus	POSITIVE	27041418	27038058	90.830826    
BnaA08g24680D	brassica_napus	POSITIVE	17181057	17178724	90.59581    
BnaC07g37670D	brassica_napus	NEGATIVE	39328482	39327318	87.84209    
BnaCnng35780D	brassica_napus	NEGATIVE	34334278	34328092	42.55274    
BnaC02g36310D	brassica_napus	NEGATIVE	39386631	39385063	85.20884    
BnaA02g21750D	brassica_napus	NEGATIVE	14148687	14145982	57.054665    
BnaC05g14050D	brassica_napus	POSITIVE	8133302	8132581	18.831858    
BnaA03g47600D	brassica_napus	NEGATIVE	24431859	24428220	82.063416    
BnaC08g45960D	brassica_napus	NEGATIVE	38332454	38331939	99.622765    
BnaC09g05250D	brassica_napus	POSITIVE	3085789	3083563	6.356785    
BnaC04g39910D	brassica_napus	POSITIVE	40906826	40904800	83.598206    
BnaC03g70070D	brassica_napus	POSITIVE	59749384	59747979	98.63734    
BnaC02g13730D	brassica_napus	NEGATIVE	9023948	9022928	19.520933    
BnaC01g37200D	brassica_napus	POSITIVE	36383613	36381502	93.69597    
BnaC04g21500D	brassica_napus	NEGATIVE	22388056	22386018	45.75089    
BnaCnng26370D	brassica_napus	NEGATIVE	24887416	24886530	30.84908    
BnaCnng02170D	brassica_napus	POSITIVE	2004447	2001771	2.4813743    
BnaA02g08610D	brassica_napus	NEGATIVE	4259701	4257544	17.171854    
BnaCnng39990D	brassica_napus	NEGATIVE	38528674	38526993	47.757652    
BnaC03g76780D	brassica_napus	NEGATIVE	5355812	5354757	82.256645    
BnaA09g43090D	brassica_napus	NEGATIVE	29937576	29936518	88.3987    
BnaA03g04310D	brassica_napus	NEGATIVE	2022243	2020125	6.7863464    
BnaAnng01730D	brassica_napus	NEGATIVE	971880	967063	1.9874563    
BnaA06g40450D	brassica_napus	NEGATIVE	2056019	2053574	89.801994    
BnaA09g13970D	brassica_napus	NEGATIVE	7963970	7963524	23.515263    
BnaC09g01000D	brassica_napus	POSITIVE	548700	548218	1.1301548    
BnaA09g14190D	brassica_napus	POSITIVE	8120800	8119575	23.976063    
BnaC05g13430D	brassica_napus	NEGATIVE	7747774	7746158	17.937056    
BnaC01g36150D	brassica_napus	NEGATIVE	35502058	35499545	91.42459    
BnaA04g15330D	brassica_napus	NEGATIVE	12742068	12739260	66.517784    
BnaCnng44580D	brassica_napus	NEGATIVE	43708576	43708094	54.18009    
BnaCnng36750D	brassica_napus	NEGATIVE	35045877	35044921	43.441315    
BnaC03g56620D	brassica_napus	POSITIVE	45898243	45897263	75.771324    
BnaA03g33310D	brassica_napus	NEGATIVE	16108376	16107367	54.1106    
BnaC07g20570D	brassica_napus	NEGATIVE	27129657	27129239	60.596275    
BnaA04g13750D	brassica_napus	NEGATIVE	11618042	11615941	60.652397    
BnaC06g20070D	brassica_napus	POSITIVE	22184231	22183147	59.59055    
BnaC08g48910D	brassica_napus	NEGATIVE	3847028	3845671	85.1014    
BnaCnng77990D	brassica_napus	POSITIVE	79542448	79540817	98.59795    
BnaC07g17260D	brassica_napus	NEGATIVE	23401524	23398878	52.264084    
BnaA10g10830D	brassica_napus	POSITIVE	9197685	9195232	52.851547    
BnaC02g39510D	brassica_napus	POSITIVE	42397482	42395113	91.72102    
BnaC05g10050D	brassica_napus	NEGATIVE	5645595	5643946	13.069159    
BnaC04g55480D	brassica_napus	NEGATIVE	3081976	3068366	69.18986    
BnaC07g31140D	brassica_napus	NEGATIVE	35334945	35328154	78.909485    
BnaAnng37160D	brassica_napus	NEGATIVE	42114260	42113973	86.55039    
BnaC05g28560D	brassica_napus	POSITIVE	26789510	26782714	62.018227    
BnaA10g24300D	brassica_napus	POSITIVE	15885412	15884095	91.297195    
BnaA02g00860D	brassica_napus	NEGATIVE	329128	328023	1.3230075    
BnaC03g73420D	brassica_napus	POSITIVE	1538307	1534946	23.578941    
BnaC02g00440D	brassica_napus	NEGATIVE	180499	176878	0.3826722    
BnaC07g24640D	brassica_napus	POSITIVE	30837921	30837523	68.87915    
BnaA05g36360D	brassica_napus	POSITIVE	2219704	2218101	73.505936    
BnaC04g41190D	brassica_napus	POSITIVE	41947831	41945405	85.724915    
BnaA03g36810D	brassica_napus	NEGATIVE	18086933	18085828	60.75698    
BnaC09g38130D	brassica_napus	POSITIVE	41128561	41126759	84.78307    
BnaA03g44140D	brassica_napus	NEGATIVE	22291455	22290286	74.88131    
BnaA03g29840D	brassica_napus	NEGATIVE	14506183	14501669	48.716465    
BnaA07g38470D	brassica_napus	NEGATIVE	1644694	1643153	79.39037    
BnaC03g11720D	brassica_napus	NEGATIVE	5701757	5699183	9.408724    
BnaC07g29960D	brassica_napus	POSITIVE	34633111	34630739	77.35174    
BnaA04g16090D	brassica_napus	NEGATIVE	13187241	13185302	68.84679    
BnaA09g19310D	brassica_napus	NEGATIVE	12280171	12278880	36.257954    
BnaC03g42720D	brassica_napus	POSITIVE	27489793	27488027	45.379707    
BnaC05g47830D	brassica_napus	NEGATIVE	42635022	42625416	98.7037    
BnaC09g05530D	brassica_napus	NEGATIVE	3251619	3250485	6.700895    
BnaA09g06760D	brassica_napus	POSITIVE	3302943	3297678	9.737620    
BnaCnng02400D	brassica_napus	NEGATIVE	2148586	2146526	2.660811    
BnaA04g26230D	brassica_napus	NEGATIVE	18704810	18703550	97.6602    
BnaC08g17660D	brassica_napus	NEGATIVE	21178395	21176464	55.036556    
BnaC03g31050D	brassica_napus	POSITIVE	18995295	18993736	31.356567    
BnaC03g09910D	brassica_napus	NEGATIVE	4746716	4744070	7.831937    
BnaA03g44580D	brassica_napus	NEGATIVE	22631235	22629599	76.02119    
BnaC08g24120D	brassica_napus	NEGATIVE	26212992	26211355	68.12199    
BnaA07g23450D	brassica_napus	NEGATIVE	17658402	17656511	73.54882    
BnaC09g16020D	brassica_napus	NEGATIVE	13005690	12999617	26.79879    
BnaCnng33900D	brassica_napus	NEGATIVE	32164726	32162484	39.868275    
BnaC07g35090D	brassica_napus	NEGATIVE	37602827	37595881	83.97472    
BnaA07g37330D	brassica_napus	POSITIVE	1010110	1008885	48.745163    
BnaAnng31320D	brassica_napus	NEGATIVE	35833288	35831999	73.640015    
BnaAnng19010D	brassica_napus	POSITIVE	20243854	20240371	41.596935    
BnaA05g09750D	brassica_napus	POSITIVE	5360740	5357228	23.22404    
BnaC04g52020D	brassica_napus	POSITIVE	177374	176427	3.9783254    
BnaC09g24820D	brassica_napus	POSITIVE	23166543	23162726	47.750107    
BnaC06g07780D	brassica_napus	POSITIVE	8344652	8343698	22.413658    
BnaC09g52190D	brassica_napus	POSITIVE	1468230	1467370	33.064644    
BnaC05g26630D	brassica_napus	POSITIVE	22783034	22780962	52.751743    
BnaC04g37770D	brassica_napus	POSITIVE	39057680	39055396	79.81853    
BnaCnng59800D	brassica_napus	POSITIVE	59584682	59583949	73.859634    
BnaA01g29610D	brassica_napus	POSITIVE	20484583	20482661	88.029854    
BnaC03g06140D	brassica_napus	POSITIVE	2979195	2974815	4.911092    
BnaA07g11070D	brassica_napus	POSITIVE	10421805	10420514	43.407017    
BnaA05g07640D	brassica_napus	NEGATIVE	4154273	4153853	18.007307    
BnaCnng09930D	brassica_napus	POSITIVE	9011047	9010913	11.169832    
BnaC05g13930D	brassica_napus	NEGATIVE	8023321	8018989	18.568825    
BnaA09g27180D	brassica_napus	POSITIVE	20337912	20336575	60.0513    
BnaC01g11750D	brassica_napus	NEGATIVE	7365934	7360112	18.955038    
BnaA05g23740D	brassica_napus	NEGATIVE	17925131	17922103	77.69385    
BnaA07g38230D	brassica_napus	POSITIVE	1530304	1528112	73.83207    
BnaA02g25140D	brassica_napus	NEGATIVE	18465041	18464742	74.47342    
BnaC07g09400D	brassica_napus	NEGATIVE	14698601	14697798	32.82922    
BnaA02g13080D	brassica_napus	POSITIVE	7168378	7166795	28.905668    
BnaC03g60560D	brassica_napus	POSITIVE	49663813	49661698	81.98600    
BnaA09g13280D	brassica_napus	POSITIVE	7323667	7322379	21.622046    
BnaC05g31770D	brassica_napus	NEGATIVE	31183325	31181964	72.20516    
BnaC04g52770D	brassica_napus	POSITIVE	528773	527295	11.890193    
BnaC04g08800D	brassica_napus	NEGATIVE	6574838	6572339	13.43206    
BnaA10g29450D	brassica_napus	NEGATIVE	1755234	1748129	76.726105    
BnaC02g06310D	brassica_napus	NEGATIVE	3356833	3354233	7.25682    
BnaA08g09710D	brassica_napus	NEGATIVE	9199776	9197242	48.503696    
BnaC03g49830D	brassica_napus	POSITIVE	34677245	34676183	57.24656    
BnaC01g01680D	brassica_napus	NEGATIVE	842110	839527	2.1620958    
BnaA07g28350D	brassica_napus	NEGATIVE	20486499	20481890	85.31803    
BnaC03g50740D	brassica_napus	POSITIVE	35154511	35153441	58.034454    
BnaA09g02780D	brassica_napus	POSITIVE	1426999	1421278	4.1968513    
BnaC08g38430D	brassica_napus	NEGATIVE	34734039	34729865	90.261154    
BnaC07g25660D	brassica_napus	NEGATIVE	31753511	31752103	70.92197    
BnaA01g14880D	brassica_napus	NEGATIVE	7512207	7510054	32.27652    
BnaC06g01080D	brassica_napus	POSITIVE	1752864	1751177	4.7041836    
BnaC09g18610D	brassica_napus	POSITIVE	15376815	15373543	31.692657    
BnaA04g02300D	brassica_napus	POSITIVE	1516746	1514688	7.908912    
BnaA06g17770D	brassica_napus	NEGATIVE	10122349	10120732	41.484554    
BnaC02g46770D	brassica_napus	POSITIVE	2518697	2513351	48.82572    
BnaC04g53630D	brassica_napus	NEGATIVE	1124474	1121520	25.28962    
BnaCnng13940D	brassica_napus	POSITIVE	12644453	12642809	15.671892    
BnaA05g25850D	brassica_napus	NEGATIVE	19042020	19038796	82.534805    
BnaA04g23410D	brassica_napus	NEGATIVE	17408302	17406124	90.88572    
BnaC01g22170D	brassica_napus	NEGATIVE	15619215	15617518	40.220947    
BnaC04g04350D	brassica_napus	POSITIVE	3240485	3239505	6.6206613    
BnaC02g08340D	brassica_napus	POSITIVE	4535519	4532921	9.80689    
BnaA04g17980D	brassica_napus	NEGATIVE	14474009	14470647	75.55818    
BnaC04g22680D	brassica_napus	NEGATIVE	23673063	23671103	48.37725    
BnaC03g45050D	brassica_napus	POSITIVE	30105196	30103055	49.69683    
BnaC07g31480D	brassica_napus	POSITIVE	35555815	35551653	79.4087    
BnaC02g18860D	brassica_napus	NEGATIVE	15061702	15061248	32.58473    
BnaA01g02960D	brassica_napus	POSITIVE	1442515	1441002	6.193102    
BnaCnng45000D	brassica_napus	POSITIVE	44127117	44124264	54.69597    
BnaC05g17150D	brassica_napus	POSITIVE	10777521	10776494	24.95412    
BnaC04g16550D	brassica_napus	NEGATIVE	14611438	14610532	29.859924    
BnaC06g04760D	brassica_napus	NEGATIVE	5391003	5380236	14.452918    
BnaC01g35040D	brassica_napus	NEGATIVE	34357713	34357018	88.482155    
BnaC03g63540D	brassica_napus	POSITIVE	53015166	53011814	87.51667    
BnaAnng26080D	brassica_napus	NEGATIVE	30015766	30013702	61.682556    
BnaC04g30470D	brassica_napus	NEGATIVE	32297304	32296359	66.00491    
BnaA06g33050D	brassica_napus	POSITIVE	21913842	21912144	89.81717    
BnaA09g57160D	brassica_napus	POSITIVE	4057839	4056055	98.10571    
BnaC07g33620D	brassica_napus	POSITIVE	36760130	36758834	82.10507    
BnaAnng16000D	brassica_napus	NEGATIVE	16958582	16956559	34.848217    
BnaC03g33190D	brassica_napus	NEGATIVE	20266788	20262703	33.451492    
BnaC07g17600D	brassica_napus	POSITIVE	23936032	23934291	53.45999    
BnaA09g30460D	brassica_napus	POSITIVE	22650265	22648723	66.87877    
BnaC04g05700D	brassica_napus	POSITIVE	4022424	4019953	8.215683    
BnaC07g25050D	brassica_napus	NEGATIVE	31328118	31324363	69.96657    
BnaC07g26060D	brassica_napus	POSITIVE	32093161	32091972	71.68110    
BnaA09g36330D	brassica_napus	NEGATIVE	26317596	26316121	77.70812    
BnaA10g26110D	brassica_napus	NEGATIVE	16695777	16693848	95.95142    
BnaAnng31710D	brassica_napus	POSITIVE	36252774	36252026	74.50323    
BnaUnng00310D	brassica_napus	POSITIVE	322125	321532	3.8655438    
BnaC08g19210D	brassica_napus	POSITIVE	22176305	22175685	57.633476    
BnaC07g00870D	brassica_napus	POSITIVE	1175621	1171303	2.6162398    
BnaA10g15690D	brassica_napus	NEGATIVE	12098066	12096456	69.52694    
BnaC03g44420D	brassica_napus	NEGATIVE	29547133	29544844	48.775284    
BnaA07g05140D	brassica_napus	POSITIVE	5519241	5516310	22.978382    
BnaA03g30830D	brassica_napus	POSITIVE	14928688	14925229	50.139362    
BnaC06g29780D	brassica_napus	NEGATIVE	30608069	30606780	82.21893    
BnaC03g65310D	brassica_napus	POSITIVE	54995390	54993610	90.78839    
BnaA09g45840D	brassica_napus	NEGATIVE	31247802	31246159	92.2659    
BnaA04g11110D	brassica_napus	POSITIVE	9617168	9613696	50.197716    
BnaC05g12370D	brassica_napus	NEGATIVE	7160909	7160022	16.579796    
BnaC03g31560D	brassica_napus	POSITIVE	19418726	19416686	32.054813    
BnaCnng30900D	brassica_napus	POSITIVE	29354154	29351014	36.383205    
BnaA07g31660D	brassica_napus	NEGATIVE	22054140	22053367	91.86408    
BnaA06g18060D	brassica_napus	NEGATIVE	10301768	10299267	42.216362    
BnaC08g02040D	brassica_napus	POSITIVE	1572663	1572187	4.0860343    
