compound	INCHI-KEY	MOLECULAR-WEIGHT	COMMON-NAME	SMILES
HYDANTOIN			glycolylurea	
5-HYDROXY-TRYPTOPHAN	InChIKey=LDCYZAJDBXYCGN-VIFPVBQESA-N	220.227    	5-hydroxy-L-tryptophan	C2(NC1(C=CC(O)=CC=1C=2CC(C(=O)[O-])[N+]))
5-HYDROXY-TRYPTOPHAN			L-5-hydroxytryptophan	
5-HYDROXY-TRYPTOPHAN			5-hydroxytryptophan L-form	
5-HYDROXY-TRYPTOPHAN			oxitriptan	
5-HYDROXY-TRYPTOPHAN			Cincofarm	
5-HYDROXY-TRYPTOPHAN			Levothym	
5-HYDROXY-TRYPTOPHAN			(2S)-2-ammonio-3-(5-hydroxy-1H-indol-3-yl)propanoate	
5-HYDROXY-TRYPTOPHAN			Tript-OH	
5-HYDROXY-TRYPTOPHAN			L-5-Htp	
Tetragalactosyldiacylglycerol			a tetragalactosyldiacylglycerol	
Tetragalactosyldiacylglycerol			a (&beta;-D-galactosyl-(1->6)-(&beta;-D-galactosyl-(1->6)-&beta;-D-galactosyl-(1->6)-&beta;-D-galactosyl)-1,2-diacyl-sn-glycerol	
Tetragalactosyldiacylglycerol			TetGDG	
Unsulfurated-Sulfur-Acceptors			an unsulfurated [sulfur carrier]	
Unsulfurated-Sulfur-Acceptors			an unsulfurated [sulfur donor]	
Unsulfurated-Sulfur-Acceptors			an unsulfurated [sulfur acceptor]	
Behenoyl-ACPs			a behenoyl-[acp]	
CONIFERYL-ALDEHYDE	InChIKey=DKZBBWMURDFHNE-NSCUHMNNSA-N	178.187    	coniferaldehyde	COC1(=CC(C=CC=O)=CC=C(O)1)
CONIFERYL-ALDEHYDE			4-hydroxy-3-methoxycinnamaldehyde	
CONIFERYL-ALDEHYDE			4-hydroxy-3-methoxycinnamic aldehyde	
CONIFERYL-ALDEHYDE			coniferyl aldehyde	
Benzenediols			a benzenediol	
Unwound-DNA			an unwound double-stranded DNA	
5-HYDROXYINDOLE_ACETALDEHYDE	InChIKey=OBFAPCIUSYHFIE-UHFFFAOYSA-N	175.187    	5-hydroxyindole acetaldehyde	C1(NC2(C(C(CC=O)=1)=CC(=CC=2)O))
OLEATE-CPD	InChIKey=ZQPPMHVWECSIRJ-KTKRTIGZSA-M	281.457    	oleate	CCCCCCCCC=CCCCCCCCC([O-])=O
OLEATE-CPD			oleic acid	
OLEATE-CPD			(9Z)-octadec-9-enoate	
OLEATE-CPD			(9Z)-octadecenoate	
OLEATE-CPD			(9Z)-octadecenoic acid	
OLEATE-CPD			(9Z)-octadec-9-enoic acid	
OLEATE-CPD			(Z)-octadec-9-enoic acid	
OLEATE-CPD			18:1 n-9	
OLEATE-CPD			18:1&Delta;9cis	
OLEATE-CPD			C18:1 n-9	
OLEATE-CPD			cis-9-octadecenoic acid	
OLEATE-CPD			cis-&Delta;9-octadecenoic acid	
OLEATE-CPD			cis-oleic acid	
OLEATE-CPD			octadec-9-enoic acid	
OLEATE-CPD			octadecenoate (n-C18:1)	
OLEATE-CPD			9-octadecenoic acid	
2-ACETO-2-HYDROXY-BUTYRATE	InChIKey=VUQLHQFKACOHNZ-LURJTMIESA-M	145.135    	(S)-2-aceto-2-hydroxybutanoate	CCC(O)(C(=O)[O-])C(C)=O
2-ACETO-2-HYDROXY-BUTYRATE			(S)-2-aceto-2-hydroxy-butyrate	
2-ACETO-2-HYDROXY-BUTYRATE			(S)-2-hydroxy-2-ethyl-3-oxobutanoate	
Long-Chain-oxoacyl-CoAs			a long-chain 3-oxoacyl-CoA	
Long-Chain-oxoacyl-CoAs			a long-chain 3-ketoacyl-CoA	
Long-Chain-oxoacyl-CoAs			a long-chain &beta;-ketoacyl-CoA	
CPD-13768	InChIKey=JGUNZIWGNMQSBM-WXUVIADPSA-M	311.44    	(9R)-HPODE	CCCCCC=CC=CC(OO)CCCCCCCC([O-])=O
CPD-13768			(9R,10E,12Z)-9-hydroperoxy-10,12-octadecadienoate	
CPD-13768			(9R,10E,12Z)-9-hydroperoxyoctadeca-10,12-dienoate	
Unwound-RNA			an unwound RNA	
CPD-10589	InChIKey=SEBZZAWTQNNGPK-RDYMGNODSA-J	1178.129    	(24E)-3&alpha;,7&alpha;-dihydroxy-5&beta;-cholest-24-enoyl-CoA	CC(CCC=C(C)C(SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-])=O)[CH]4(CC[CH]5(C(C)4CC[CH]6([CH]5C(O)C[CH]7(C(C)6CCC(O)C7))))
Uracil-54-in-tRNA			a uracil54 in tRNA	
Uracil-54-in-tRNA			a tRNA containing uracil at position 54	
Uracil-54-in-tRNA			a tRNA uracil54	
Cypemycin-C-Terminal-Cys			a [cypemycin] C-terminal L-Cys-L-Leu-L-Val-L-Cys	
Benzoin			benzoin	
Benzoin			2-hydroxy-1,2-diphenylethanone	
Long-chain-alcohols			a long-chain alcohol	
Long-chain-alcohols			a fatty alcohol	
Uracil-8-In-tRNAs			a uracil8 in tRNA	
OLEOYL-COA	InChIKey=XDUHQPOXLUAVEE-BPMMELMSSA-J	1027.953    	oleoyl-CoA	CCCCCCCCC=CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-]
OLEOYL-COA			oloeyl-CoA (cis)	
OLEOYL-COA			cis-octadec-9-enoyl-CoA	
OLEOYL-COA			(9Z)-octadec-9-enoyl-CoA	
OLEOYL-COA			18:1 cis-9	
OLEOYL-COA			18:1(n-9)	
CPD-7672	InChIKey=CAOMCZAIALVUPA-UHFFFAOYSA-M	119.158    	3-(methylthio)propanoate	CSCCC([O-])=O
CPD-7672			MMPA	
CPD-7672			methylmercaptopropionate	
CPD-7672			3-methylthiopropionate	
CPD-7672			3-methylthiopropionic acid	
CPD-7672			methyl-3-mercaptopropionate	
CPD-7672			methyl-&beta;-mercaptopropionate	
CPD-7672			3-S-methylmercaptopropionate	
CPD-7672			3-S-methylthiopropionate	
PHOSPHORIBOSYL-CARBOXY-AMINOIMIDAZOLE	InChIKey=XFVULMDJZXYMSG-ZIYNGMLESA-K	336.174    	5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate	C(OP([O-])([O-])=O)C2(C(O)C(O)C(N1(C=NC(C([O-])=O)=C(N)1))O2)
PHOSPHORIBOSYL-CARBOXY-AMINOIMIDAZOLE			1-(5-phosphoribosyl)-4-carboxy-5-aminoimidazole	
PHOSPHORIBOSYL-CARBOXY-AMINOIMIDAZOLE			5'-P-ribosyl-4-carboxy-5-aminoimidazole	
PHOSPHORIBOSYL-CARBOXY-AMINOIMIDAZOLE			5'-phosphoribosyl-4-carboxy-5-aminoimidazole	
PHOSPHORIBOSYL-CARBOXY-AMINOIMIDAZOLE			5-phosphoribosyl-4-carboxy-5-aminoimidazole	
PHOSPHORIBOSYL-CARBOXY-AMINOIMIDAZOLE			1-(5'-phosphoribosyl)-5-amino-4-imidazole carboxylate	
PHOSPHORIBOSYL-CARBOXY-AMINOIMIDAZOLE			1-(5'-phosphoribosyl)-4-carboxy-5-aminoimidazole	
PHOSPHORIBOSYL-CARBOXY-AMINOIMIDAZOLE			CAIR	
PHOSPHORIBOSYL-CARBOXY-AMINOIMIDAZOLE			4-carboxyaminoimidazole ribonucleotide	
PHOSPHORIBOSYL-CARBOXY-AMINOIMIDAZOLE			phosphoribosyl-carboxy-aminoimidazole	
Cypemycin-N-Z-ethenethiol			a C-terminal C3.19,S21-[cyclocypemycin]-L-Ala-L-Leu-L-valinamide	
CPD-700	InChIKey=ZEPNVCGPJXYABB-LOIOQLKMSA-N	396.655    	ergosta-5,7,24(28)-trien-3&beta;-ol	CC(C)C(=C)CCC(C)[CH]3(CC[CH]4(C2(=CC=C1(CC(O)CCC(C)1[CH]2CCC(C)34))))
CPD-700			5,7,24(28)-ergostatrienol	
CPD-700			5-dehydro episterol	
CPD-8843	InChIKey=FQTLCLSUCSAZDY-GOFCXVBSSA-N	222.37    	(3R,6E)-nerolidol	C=CC(CCC=C(CCC=C(C)C)C)(O)C
CPD-8843			(E)-nerolidol	
CPD-8843			(3R)-(E)-nerolidol	
Methionine-synthase-cob-II-alamins			a [methionine synthase]-cob(II)alamin	
CPD-13174	InChIKey=WYYMYYOXCOEMCU-UHFFFAOYSA-N	262.262    	salicyl-6-hydroxy-2-cyclohexene-on-oyl	C(C1(O)(C(=O)CCC=C1))(OCC2(C(O)=CC=CC=2))=O
CPD-13174			salicyl-HCH	
CPD-13174			2-cyclohexene-1-carboxylic acid, 1-hydroxy-6-oxo-, (2-hydroxyphenyl)methyl ester	
CPD-13174			acylsaligenin	
GLYCEROL-3P	InChIKey=AWUCVROLDVIAJX-GSVOUGTGSA-L	170.058    	sn-glycerol 3-phosphate	C(OP([O-])(=O)[O-])C(O)CO
GLYCEROL-3P			L-&alpha;-glycerophosphate	
GLYCEROL-3P			L-G3P	
GLYCEROL-3P			L-glycerol 3-phosphate	
GLYCEROL-3P			&alpha;-glycerophosphoric acid	
GLYCEROL-3P			&alpha;-glycerophosphate	
GLYCEROL-3P			D-glycerol 1-phosphate	
GLYCEROL-3P			glycerol 3-phosphate	
3-Oxo-5-Alpha-Steroids			a 3-oxo-5-&alpha;-steroid	
Cysteine-Desulfurase-L-cysteine			an [L-cysteine desulfurase]-L-cysteine	
CPD-14843	InChIKey=FOHXFLPXBUAOJM-LIBJPBHASA-N	480.381    	myricetin 3-O-&beta;-D-glucoside	C1(C(O)=C(O)C(O)=CC=1C3(OC4(C=C(O)C=C(O)C(C(=O)C(OC2(C(C(C(O)C(O2)CO)O)O))=3)=4)))
CPD-377	InChIKey=VBUYCZFBVCCYFD-JJYYJPOSSA-M	193.133    	2-keto-D-gluconate	C(C(C(C(C(CO)O)O)O)=O)([O-])=O
CPD-377			2-dehydro-D-gluconate	
CPD-444	InChIKey=JTFITTQBRJDSTL-KVTDHHQDSA-L	258.182    	S-methyl-5-thio-&alpha;-D-ribose 1-phosphate	CSCC1(OC(OP([O-])(=O)[O-])C(C1O)O)
CPD-444			5-methylthioribose-1-phosphate	
CPD-444			S5-methyl-5-thio-D-ribose-1-phosphate	
CPD-444			5-methylthio-D-ribose-1-phosphate	
CPD-444			5-MTR-1-P	
CPD-444			1-phosphomethylthioribose	
CPD-444			1-phospho-5-S-methylthioribose	
CPD-444			1-PMTR	
CPD-444			1-phospho-5-S-methylthio-&alpha;-D-ribofuranoside	
CPD-444			S-methyl-5-thio-D-ribose 1-phosphate	
3-Oxo-5-Beta-Steroids			a 3-oxo-5-&beta;-steroid	
tRNAs-with-queuine			a queuosine34 in tRNA	
tRNAs-with-queuine			a tRNA containing queuosine	
tRNAs-with-queuine			queuosine at position 34 of a tRNA	
FRUCTOSE-6P	InChIKey=BGWGXPAPYGQALX-ARQDHWQXSA-L	258.121    	&beta;-D-fructofuranose 6-phosphate	C(OP(=O)([O-])[O-])C1(OC(CO)(O)C(O)C(O)1)
FRUCTOSE-6P			D-fructose-6-phosphate	
FRUCTOSE-6P			F6P	
FRUCTOSE-6P			fructose-6P	
FRUCTOSE-6P			fructose-6-P	
FRUCTOSE-6P			fruc6p	
FRUCTOSE-6P			fru-6-P	
FRUCTOSE-6P			fructose-6-phosphate	
FRUCTOSE-6P			A-D-fructose-6-P	
FRUCTOSE-6P			D-fructose-6-P	
FRUCTOSE-6P			D-fructose 6-phosphate	
FRUCTOSE-6P			D-fructofuranose 6-phosphate	
DGDP	InChIKey=CIKGWCTVFSRMJU-KVQBGUIXSA-K	424.18    	dGDP	C(OP(=O)([O-])OP(=O)([O-])[O-])C1(OC(CC(O)1)N3(C=NC2(C(=O)NC(N)=NC=23)))
DGDP			2'-deoxyguanosine-5'-diphosphate	
DGDP			deoxyguanosine-diphosphate	
3-Oxo-Delta-4-Steroids			a 3-oxo-&Delta;4-steroid	
CPD-4441	InChIKey=UZKQTCBAMSWPJD-UQCOIBPSSA-N	219.246    	cis-zeatin	CC(CO)=CCNC2(C1(=C(NC=N1)N=CN=2))
CPD-4441			(Z)-2-methyl-4-(1H-purin-6-ylamino)but-2-en-1-ol	
CPD-4441			cZ	
Cytidine-34-tRNAIle2			a cytidine34 in tRNAIle2	
FARNESYL-PP	InChIKey=VWFJDQUYCIWHTN-YFVJMOTDSA-K	379.306    	(2E,6E)-farnesyl diphosphate	CC(=CCCC(=CCCC(=CCOP(OP([O-])(=O)[O-])(=O)[O-])C)C)C
FARNESYL-PP			2-trans,6-trans-farnesyl diphosphate	
FARNESYL-PP			FPP	
FARNESYL-PP			trans, trans-farnesyl diphosphate	
FARNESYL-PP			farnesyl-PP	
FARNESYL-PP			farnesyl pyrophosphate	
FARNESYL-PP			&omega;,E,E-farnesyl diphosphate	
FARNESYL-PP			farnesyl diphosphate	
FARNESYL-PP			(E,E)-farnesyl diphosphate	
FARNESYL-PP			all-trans-farnesyl diphosphate	
FARNESYL-PP			C15-PP	
3-Oxo-octanoyl-ACPs			a 3-oxo-octanoyl-[acp]	
3-Oxo-octanoyl-ACPs			a 3-oxo-octanoyl-[acyl-carrier-protein]	
OLIGOPEPTIDES			an oligopeptide	
CPD-15728	InChIKey=MZHCENGPTKEIGP-RXMQYKEDSA-M	234.058    	(R)-dichlorprop	CC(C(=O)[O-])OC1(=CC=C(Cl)C=C(Cl)1)
CPD-15728			(R)-(2,4-dichlorophenoxy)propanoate = (R)-dichlorprop	
CPD-13181	InChIKey=UVBUBMSSQKOIBE-DSLOAKGESA-K	718.814    	fumonisin B1	CCCCC(C)C(OC(CC(C([O-])=O)CC(=O)[O-])=O)C(OC(=O)CC(C([O-])=O)CC([O-])=O)CC(C)CC(O)CCCCC(O)CC(O)C([N+])C
CPD-13181			(2R,2'R)-2,2'-{[(5R,6R,7S,9S,11R,16R,18S,19S)-19-amino-11,16,18-trihydroxy-5,9-dimethylicosane-6,7-diyl]bis[oxy(2-oxoethane-2,1-diyl)]}dibutanedioic acid	
Cytidine-34-tRNAmet			a cytidine34 in [elongator tRNAmet]	
Cytidine-34-tRNAmet			[elongator tRNAmet]-cytidine34	
Phospholipid-Cyclopropane-Fatty-Acids			a [phospholipid] cyclopropane fatty acid	
DIHYDRONEOPTERIN-P	InChIKey=PLSQMGZYOGSOCE-XINAWCOVSA-L	333.197    	7,8-dihydroneopterin 3'-phosphate	C1(NC2(N=C(N)NC(=O)C(N=C1C(O)C(O)COP(=O)([O-])[O-])=2))
DIHYDRONEOPTERIN-P			dihydroneopterin 3'-monophosphate	
DIHYDRONEOPTERIN-P			dihydroneopterin-P	
DIHYDRONEOPTERIN-P			2-amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine phosphate	
DIHYDRONEOPTERIN-P			dihydroneopterin 3'-phosphate	
DIHYDRONEOPTERIN-P			7,8-dihydro-D-neopterin 3'-phosphate	
Phospholipid-Olefinic-Fatty-Acids			a [phospholipid] olefinic fatty acid	
3-Oxosteroids			a 3-oxosteroid	
3-Oxosteroids			a 3-oxo-sterol	
DIHYDRONEOPTERIN-P3	InChIKey=DGGUVLXVLHAAGT-XINAWCOVSA-J	491.141    	7,8-dihydroneopterin 3'-triphosphate	C1(NC2(N=C(N)NC(=O)C(N=C1C(O)C(O)COP([O-])(=O)OP([O-])(=O)OP([O-])(=O)[O-])=2))
DIHYDRONEOPTERIN-P3			6-(L-erythro-1,2-dihydroxypropyl 3-triphosphate)-7,8-dihydropterin	
DIHYDRONEOPTERIN-P3			6-[(1S,2R)-1,2-dihydroxy-3-triphosphooxypropyl]-7,8-dihydropterin	
DIHYDRONEOPTERIN-P3			6-(D-erythro-1',2',3'-trihydroxypropyl)-7,8-dihydropterin-3'-triphosphate	
DIHYDRONEOPTERIN-P3			2-amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate	
DIHYDRONEOPTERIN-P3			dihydroneopterin triphosphate	
DIHYDRONEOPTERIN-P3			H2NTP	
DIHYDRONEOPTERIN-P3			7,8-dihydroneopterin triphosphate	
ACET	InChIKey=QTBSBXVTEAMEQO-UHFFFAOYSA-M	59.044    	acetate	CC([O-])=O
ACET			acetic acid	
ACET			ethanoic acid	
SELENITE	InChIKey=MCAHWIHFGHIESP-UHFFFAOYSA-L	126.958    	selenite	[O-][Se](=O)[O-]
Phospholipids			a phospholipid	
CPD-380	InChIKey=BUTHMSUEBYPMKJ-UHFFFAOYSA-L	166.105    	3-sulfopyruvate	C(=O)([O-])C(=O)CS(=O)(=O)[O-]
CPD-380			sulfopyruvate	
CPD-380			3-Sulfopyruvic acid	
Methyl-Jasmonates			a methyl jasmonate	
Methyl-Jasmonates			a jasmonic acid methyl ester	
Methyl-Jasmonates			a jasmonate methyl ester	
Methyl-Jasmonates			an MeJA	
trans-18-CP-37-Mex-38-Me-C60-ACPs			a trans-methoxy-C60-meroacyl-[acp]	
TREHALOSE	InChIKey=HDTRYLNUVZCQOY-LIZSDCNHSA-N	342.299    	&alpha;,&alpha;-trehalose	C(C1(OC(C(C(C1O)O)O)OC2(C(C(C(C(O2)CO)O)O)O)))O
TREHALOSE			&alpha;-D-glucopyranosyl &alpha;-D-glucopyranoside	
TREHALOSE			&alpha;-D-Glcp-(1&harr;1)-&alpha;-D-Glcp	
TREHALOSE			D-(+)-trehalose	
trans-2-cis-5-dienoyl-CoA			a trans2,cis-5-dienoyl-CoA	
3-P-HYDROXYPYRUVATE	InChIKey=LFLUCDOSQPJJBE-UHFFFAOYSA-K	181.018    	3-phospho-hydroxypyruvate	C(OP([O-])(=O)[O-])C(=O)C(=O)[O-]
3-P-HYDROXYPYRUVATE			phosphohydroxypyruvate	
3-P-HYDROXYPYRUVATE			3-phosphonooxypyruvate	
3-P-HYDROXYPYRUVATE			3-P-hydroxypyruvate	
3-P-HYDROXYPYRUVATE			3-p-OH-pyr	
3-P-HYDROXYPYRUVATE			3-phosphohydroxypyruvate	
3-P-HYDROXYPYRUVATE			3-p-OH-pyruvate	
3-P-HYDROXYPYRUVATE			3-p-hydroxy-pyr	
3-P-HYDROXYPYRUVATE			3-phosphohydroxy-pyr	
3-P-HYDROXYPYRUVATE			phosphohydroxypyruate	
CATECHOL	InChIKey=YCIMNLLNPGFGHC-UHFFFAOYSA-N	110.112    	catechol	C1(C=CC(=C(C=1)O)O)
CATECHOL			pyrocatechol	
CATECHOL			2-hydroxyphenol	
CATECHOL			pyrocatechin	
CATECHOL			1,2-dihydroxybenzene	
CATECHOL			1,2-benzenediol	
ACETALD	InChIKey=IKHGUXGNUITLKF-UHFFFAOYSA-N	44.053    	acetaldehyde	C[CH]=O
ACETALD			acetic aldehyde	
ACETALD			ethanal	
ACETALD			aldehyde	
ACETALD			ethyl aldehyde	
Methyl-thioethers			a methyl thioether	
TREHALOSE-6P	InChIKey=LABSPYBHMPDTEL-LIZSDCNHSA-L	420.263    	&alpha;,&alpha;-trehalose 6-phosphate	C(C1(OC(C(C(C1O)O)O)OC2(C(C(C(C(O2)COP([O-])(=O)[O-])O)O)O)))O
TREHALOSE-6P			&alpha;,&alpha;-D-trehalose 6-phosphate	
trans-20-CP-22-Me-39-keto-40-Me-C61-ACPs			a trans-keto-C61-meroacyl-[acp]	
Phosphorylase-a			a phosphorylase a	
CPD-13182	InChIKey=UWWVLQOLROBFTD-GADKELDLSA-O	406.625    	aminopentol	CCCCC(C)C(O)C(O)CC(C)CC(O)CCCCC(O)CC(O)C([N+])C
CPD-13182			(2S,3S,5R,10R,12S,14S,15R,16R)-2-amino-12,16-dimethylicosane-3,5,10,14,15-pentol	
CPD-13182			AP1 metabolite	
trans-3-cis-5-dienoyl-CoA			a trans3,cis-5-dienoyl-CoA	
Phosphorylase-b			a phosphorylase b	
3-P-SERINE	InChIKey=BZQFBWGGLXLEPQ-REOHCLBHSA-L	183.057    	3-phospho-L-serine	C(OP([O-])([O-])=O)C([N+])C([O-])=O
3-P-SERINE			O-phospho-L-serine	
3-P-SERINE			L-serine phosphate	
3-P-SERINE			phosphoryl-L-serine	
3-P-SERINE			L-seryl phosphate	
3-P-SERINE			L-serine-3P	
3-P-SERINE			L-serine 3-phosphate	
trans-D18-37-MOH-38-Me-C58-1-ACPs			a trans-delta18-37-methoxy-20,38-dimethyl-C58:1-[acp]	
trans-D18-37-OH-38-Me-C58-1-ACPs			a trans-delta18-37-hydroxy-20,38-dimethyl-C58:1-[acp]	
trans-D2-cis-D15-gheddoyl-ACPs			a trans-delta2-cis-delta15-C34:2-[acp]	
CPD-15828	InChIKey=GSXOAOHZAIYLCY-HCWXCVPCSA-L	258.121    	keto-L-tagatose 6-phosphate	C(O)C(=O)C(O)C(O)C(O)COP([O-])(=O)[O-]
PHOSPHORIBOSYL-FORMAMIDO-CARBOXAMIDE	InChIKey=ABCOOORLYAOBOZ-KQYNXXCUSA-L	364.208    	5-formamido-1-(5-phospho-D-ribosyl)-imidazole-4-carboxamide	C(OP([O-])(=O)[O-])C2(C(O)C(O)C(N1(C=NC(C(=O)N)=C(NC=O)1))O2)
PHOSPHORIBOSYL-FORMAMIDO-CARBOXAMIDE			5-formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide	
PHOSPHORIBOSYL-FORMAMIDO-CARBOXAMIDE			5'-p-ribosyl-5-formamido-4-imidazolecarboxamide	
PHOSPHORIBOSYL-FORMAMIDO-CARBOXAMIDE			5'-phosphoribosyl-5-formamido-4-imidazole carboxamide	
PHOSPHORIBOSYL-FORMAMIDO-CARBOXAMIDE			5'-p-ribosyl-5-formamido-4-imidazole carboxamide	
PHOSPHORIBOSYL-FORMAMIDO-CARBOXAMIDE			5-phosphoribosyl-5-formamido-4-imid-carboxamide	
PHOSPHORIBOSYL-FORMAMIDO-CARBOXAMIDE			5'-phosphoribosyl-formamido-carboxamide	
PHOSPHORIBOSYL-FORMAMIDO-CARBOXAMIDE			FAICAR	
PHOSPHORIBOSYL-FORMAMIDO-CARBOXAMIDE			5-formylamidoimidazole-4-carboxamide ribonucleotide	
Cytidine4-tRNAGly-GCC			a cytidine4 in tRNAGly	
Phosphorylated-IkB-proteins			a phosphorylated I&kappa;B protein	
Phosphorylated-IkB-proteins			an I&kappa;B phosphoprotein	
trans-D2-cis-D19-C38-ACPs			a trans-delta2-cis-delta19-C38:2-[acp]	
Methylated-DNA-Bases			a methylated nucleobase within DNA	
Methylated-DNA-Bases			DNA-base-CH3	
Methylated-DNA-Bases			methyl DNA-base	
Methylated-DNA-Bases			methylated DNA base	
CPD-13187	InChIKey=JMDPLHPAGLYHCI-PQVUBFRASA-M	645.544    	unsaturated gellan tetrasaccharide	CC2(OC(OC1(C(O)C(O)OC(CO)C(O)1))C(O)C(O)C2OC3(OC(CO)C(C(O)C(O)3)OC4(OC(C([O-])=O)=CC(O)C(O)4)))
CPD-13187			&beta;-D-4-deoxy-&Delta;4,5-GlcAp-(1&rarr;4)-&beta;-D-Glcp-(1&rarr;4)-&alpha;-L-Rhap-(1&rarr;3)-D-Glcp	
trans-D2-cis-D21-C40-ACPs			a trans-delta2-cis-delta21-C40:2-[acp]	
PROTOPORPHYRINOGEN	InChIKey=UHSGPDMIQQYNAX-UHFFFAOYSA-L	566.699    	protoporphyrinogen IX	C=CC1(=C5(NC(=C1C)CC2(=C(C(=C(N2)CC3(NC(=C(C=3CCC([O-])=O)C)CC4(=C(C(=C(N4)C5)C)C=C)))CCC(=O)[O-])C)))
PROTOPORPHYRINOGEN			protoporphyrinogen	
RNA-Ligase-L-lysine			an [RNA ligase]-L-lysine	
Phosphorylated-phosphoglucomutase			a phosphorylated phosphoglucomutase	
trans-D2-cis-cis-D17-35-C54-3-ACPs			a trans-delta2-cis,cis-delta17,35-C54:3-[acp]	
CPD-381	InChIKey=HWXBTNAVRSUOJR-VKHMYHEASA-L	146.099    	(S)-2-hydroxyglutarate	C(=O)([O-])C(O)CCC(=O)[O-]
CPD-381			L-2-hydroxyglutarate	
CPD-381			(S)-2-hydroxyglutaric acid	
CPD-381			(2S)-2-hydroxypentanedioic acid	
CPD-381			L-2-hydroxyglutaric acid	
trans-D20-39-oxo-40-Me-C60-1-ACPs			a trans-delta20-39-oxo-40-methyl-C60:1-[acp]	
Phosphorylated-pyruvate-dehydrogenases			a phosphorylated pyruvate dehydrogenase	
Phosphorylated-pyruvate-dehydrogenases			[pyruvate dehydrogenase (acetyl-transferring)] phosphate	
SELENOHOMOCYSTEINE	InChIKey=RCWCGLALNCIQNM-VKHMYHEASA-N	181.073    	seleno-L-homocysteine	C(C[Se])C([N+])C(=O)[O-]
SELENOHOMOCYSTEINE			2-amino-4-selanyl-butanoate	
CPD-15833	InChIKey=HHTBBUKGYSPZCI-DISYYVGZSA-N	492.649    	sn-1-lyso-2-16:0-monogalactosyldiacylglycerol	CCCCCCCCCCCCCCCC(OC(COC1(OC(C(C(C1O)O)O)CO))CO)=O
CPD-15833			sn-1-lyso-2-16:0-MGDG	
CPD-15833			2-hexadecanoyl-3-O-beta-D-galactosyl-sn-glycerol	
CPD-15833			&beta;-D-galactopyranoside, (2R)-3-hydroxy-2-[(1-oxohexadecyl)oxy]propyl	
All-trans-Retinyl-Esters			an all-trans-retinyl ester	
trans-delta2-arachidoyl-ACPs			a trans-eicos-2-enoyl-[acp]	
MANNOSE			D-mannose	
CPD-3921	InChIKey=HERSSAVMHCMYSQ-UHFFFAOYSA-N	226.318    	6-aminohexanoate cyclic dimer	C1(CCCCC(=O)NCCCCCC(=O)N1)
CPD-3921			1,8-diazacyclotetradecane-2,9-dione	
CPD-3921			Acd	
trans-delta2-behenoyl-ACPs			a trans-docos-2-enoyl-[acp]	
DGMP	InChIKey=LTFMZDNNPPEQNG-KVQBGUIXSA-L	345.208    	dGMP	C(OP(=O)([O-])[O-])C1(OC(CC(O)1)N3(C=NC2(C(=O)NC(N)=NC=23)))
DGMP			2'-dG-5'-MP	
DGMP			2'-deoxyguanosine 5'-monophosphate	
DGMP			guanine riboside	
DGMP			vernine	
DGMP			2'-deoxyguanosine 5'-phosphate	
DGMP			deoxyguanosine-phosphate	
ACETAMIDE	InChIKey=DLFVBJFMPXGRIB-UHFFFAOYSA-N	59.068    	acetamide	CC(=O)N
MANNOSE-1P	InChIKey=HXXFSFRBOHSIMQ-RWOPYEJCSA-L	258.121    	&alpha;-D-mannose 1-phosphate	C(O)C1(OC(OP(=O)([O-])[O-])C(O)C(O)C(O)1)
MANNOSE-1P			mannose-1-phosphate	
MANNOSE-1P			D-mannose-1-phosphate	
MANNOSE-1P			mannose-1-P	
MANNOSE-1P			&alpha;-D-mannopyranose 1-phosphate	
PHOSPHORIBOSYL-FORMIMINO-AICAR-P	InChIKey=QOUSHGMTBIIAHR-KEOHHSTQSA-J	573.303    	1-(5-phospho-&beta;-D-ribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide	C(NC1(OC(COP([O-])(=O)[O-])C(O)C(O)1))=NC3(=C(C(N)=O)N=CN(C2(OC(COP([O-])(=O)[O-])C(O)C(O)2))3)
PHOSPHORIBOSYL-FORMIMINO-AICAR-P			phosphoribosylformiminoAICAR-phosphate	
PHOSPHORIBOSYL-FORMIMINO-AICAR-P			phosphoribosyl-formimino-aicar-P	
PHOSPHORIBOSYL-FORMIMINO-AICAR-P			phosphoribosylformiminoAICAR-P	
PHOSPHORIBOSYL-FORMIMINO-AICAR-P			5-(5-phospho-D-ribosyl-aminoformimino)-1-(5-phosphoribosyl)-imidazole4-carboxamide	
