pathway	COMMON-NAME	TAXONOMIC-RANGE
PWY-2501	fatty acid &alpha;-oxidation I	TAX-3193
PWY-2501	fatty acid &alpha;-oxidation	
PWY-6737	starch degradation V	TAX-2157
PWY-5179	toluene degradation V (aerobic) (via toluene-cis-diol)	TAX-1224
ENTNER-DOUDOROFF-PWY	Entner-Doudoroff pathway I	TAX-2759
ENTNER-DOUDOROFF-PWY	ED pathway	TAX-2
PWY-6618	guanine and guanosine salvage III	TAX-2157
PWY-6618		TAX-33090
PWY-6618		TAX-2
PWY3DJ-12	ceramide de novo biosynthesis	TAX-2759
PWY-5197	lactate biosynthesis (archaea)	TAX-2
PWY-5197		TAX-183988
PWY-5197		TAX-224756
PWY-5197		TAX-183939
PWY-5197		TAX-183925
PWY-2942	L-lysine biosynthesis III	TAX-2
PWY-6906	chitin derivatives degradation	TAX-641
PWY-7367	phosphatidylcholine resynthesis via glycerophosphocholine	TAX-2
PWY-7367		TAX-2759
PWY-6367	D-myo-inositol-5-phosphate metabolism	TAX-2759
PWY-2301	myo-inositol biosynthesis	TAX-2759
PWY-2301		TAX-2
PWY-2301		TAX-2157
PWY-6596	adenosine nucleotides degradation I	TAX-3193
PWY-6596	purine nucleotide catabolism	
PWY-7219	adenosine ribonucleotides de novo biosynthesis	TAX-2759
PWY-7219		TAX-2157
PWY-7219		TAX-2
PWY-6974	dTDP-L-olivose biosynthesis	TAX-2
PWY-6673	caffeoylglucarate biosynthesis	TAX-33090
PWY-5084	2-oxoglutarate decarboxylation to succinyl-CoA	TAX-2759
PWY-5084	2-oxoglutarate dehydrogenase complex	TAX-2
PWY-5084	2-ketoglutarate dehydrogenase complex	TAX-2157
PWY-6555	superpathway of 1D-myo-inositol hexakisphosphate biosynthesis (plants)	TAX-33090
PWY-6555	phytate biosynthesis	
PWY-5768	pyruvate fermentation to acetate VIII	TAX-4751
PWY-5672	ginsenosides biosynthesis	TAX-4036
PWY-5672	ginseng biosynthesis	
PWY-7833	biosynthesis of Lewis epitopes (H. pylori)	TAX-1224
PWY-6142	gluconeogenesis II (Methanobacterium thermoautotrophicum)	TAX-2157
PWY-6142	carbohydrate biosynthesis (Methanobacterium thermoautotrophicum)	
PWY-6808	dTDP-D-forosamine biosynthesis	TAX-201174
PWY-6808	TDP-D-forosamine biosynthesis	
GDPRHAMSYN-PWY	GDP-D-rhamnose biosynthesis	TAX-1239
GDPRHAMSYN-PWY	GDP-&alpha;-D-rhamnose biosynthesis	TAX-1224
PWY-5103	L-isoleucine biosynthesis III	TAX-1224
PWY-3221	dTDP-L-rhamnose biosynthesis II	TAX-3398
PWY-5301	ajmaline and sarpagine biosynthesis	TAX-4056
PWY-5316	nicotine biosynthesis	TAX-4070
GALLATE-DEGRADATION-II-PWY	gallate degradation I	TAX-2
PWY-6174	mevalonate pathway II (archaea)	TAX-2157
PWY-6174	isoprenoid pathway	
PWY-6174	MVA pathway	
PWY-5980	xylogalacturonan biosynthesis	TAX-33090
PWY-6636	salicylate degradation III	TAX-4751
PWY-6001	linoleate biosynthesis II (animals)	TAX-29828
PWY-6001		TAX-50557
PWY-7596	superpathway of stearidonate biosynthesis (cyanobacteria)	TAX-1117
PWY66-397	resolvin D biosynthesis	TAX-40674
PWY-7654	(8E,10E)-dodeca-8,10-dienol biosynthesis	TAX-7088
PWY-5486	pyruvate fermentation to ethanol II	TAX-4751
PWY-5486		TAX-2
PWY-5486		TAX-33090
PWY-6941	styrene degradation	TAX-2
PWY-5526	bacteriochlorophyll a biosynthesis	TAX-93681
PWY-5526		TAX-204457
PWY-5526		TAX-204455
PWY-5526		TAX-356
PWY-5526		TAX-191412
PWY-5526		TAX-1046
PWY-5526		TAX-204441
PWY-6352	3-phosphoinositide biosynthesis	TAX-2759
PWY-6352	phosphatidylinositol-3,4-bisphosphate biosynthesis	
PWY-6352	phosphatidylinositol 3-phosphate biosynthesis	
PWY-6352	phosphatidylinositol-3,4,5-triphosphate biosynthesis	
PWY0-1337	oleate &beta;-oxidation	TAX-2
THIOREDOX-PWY	thioredoxin pathway	TAX-2759
THIOREDOX-PWY		TAX-2
THIOREDOX-PWY		TAX-2157
PWY-5062	superpathway of nicotinate degradation	TAX-2
PWY0-541	cyclopropane fatty acid (CFA) biosynthesis	TAX-2
SO4ASSIM-PWY	sulfate reduction I (assimilatory)	TAX-4751
SO4ASSIM-PWY		TAX-2
PWY-5886	4-hydroxyphenylpyruvate biosynthesis	TAX-2157
PWY-5886		TAX-2759
PWY-5886		TAX-2
PWY-5389	3-methylthiopropanoate biosynthesis	TAX-2
PWY-5389	methylthiopropionate biosynthesis	TAX-33090
PWY-6305	putrescine biosynthesis IV	TAX-33090
PWY-6305	putrescine biosynthesis in plants	
PWY-6305	ODC and ADC putrescine biosynthesis	
NAGLIPASYN-PWY	lipid IVA biosynthesis	TAX-33090
NAGLIPASYN-PWY	lipid-A-precursor biosynthesis	TAX-2
PWY-7375	mRNA capping I	TAX-10239
PWY-7375		TAX-33208
PWY-7375		TAX-4751
PWY-7636	astaxanthin biosynthesis (flowering plants)	TAX-1463139
PWY-7340	9-cis, 11-trans-octadecadienoyl-CoA degradation (isomerase-dependent, yeast)	TAX-4751
PWY-6896	thiamine salvage I	TAX-1236
PWY-6896	thiamin salvage I	
PWY66-373	sucrose degradation V (sucrose &alpha;-glucosidase)	TAX-40674
PWY-5653	NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde	TAX-2759
PWY-5653		TAX-2
PWY-1187	glucosinolate biosynthesis from homomethionine	TAX-3699
PWY-7198	pyrimidine deoxyribonucleotides de novo biosynthesis IV	TAX-2157
PWY-6344	L-ornithine degradation II (Stickland reaction)	TAX-200918
PWY-6344		TAX-201174
PWY-6344		TAX-1239
GLNSYN-PWY	L-glutamine biosynthesis I	TAX-2759
GLNSYN-PWY		TAX-2
GLNSYN-PWY		TAX-2157
LYSINE-DEG1-PWY	L-lysine degradation XI (mammalian)	TAX-2759
PWY-3282	superpathway of ammonia assimilation (plants)	TAX-33090
PWY-3282	GS/GOGAT pathway	
PWY-5048	rosmarinic acid biosynthesis I	TAX-58023
PWY-6933	seleno-amino acid detoxification and volatilization III	TAX-33090
PWY-6933	Se volatilization III	
PWY-6933	Se-amino acid detoxification and volatilization III	
PWY-6933	selenium volatilization III	
PWY-6933	seleno-compound volatilization III	
PWY-6933	dimethyldiselenide biosynthesis	
PWY-6933	DMeDSe biosynthesis	
PWY-6933	DMDSe biosynthesis	
PWY-5348	kaempferol triglucoside biosynthesis	TAX-3803
PWY-3181	L-tryptophan degradation VI (via tryptamine)	TAX-2
PWY-3181		TAX-33090
PWY-7345	superpathway of anaerobic sucrose degradation	TAX-33090
PWY-7345	sucrose degradation to ethanol and lactate (anaerobic)	
P3-PWY	gallate degradation III (anaerobic)	TAX-1239
PWY-6917	vernolate biosynthesis III	TAX-33090
PWY-6917	oat seed peroxygenase pathway	
PWY-6396	superpathway of 2,3-butanediol biosynthesis	TAX-4751
PWY-6396	butylene glycol fermentation	TAX-2
PWY-6396	butanediol fermentation	
PWY-621	sucrose degradation III (sucrose invertase)	TAX-2157
PWY-621	sucrose mobilization	TAX-2
PWY-621		TAX-2759
PWY-6908	thiamine diphosphate biosynthesis IV (eukaryotes)	TAX-4751
PWY-6908	thiamin diphosphate biosynthesis IV (eukaryotes)	TAX-33630
PWY-6908	vitamin B1 biosynthesis IV (eukaryotes)	TAX-33090
PWY-6908	thiamine diphosphate biosynthesis (plants)	
PWY-5329	L-cysteine degradation III	TAX-40674
PWY-5335	superpathway of sulfide oxidation (Starkeya novella)	TAX-2
PWY-6054	dimethylsulfoniopropanoate biosynthesis I (Wollastonia)	TAX-33090
PWY-6054	DMSP biosynthesis	
PWY-6054	dimethylsulfoniopropionate biosynthesis I (Wollastonia)	
PWY-7718	actinomycin D biosynthesis	TAX-85008
PWY-7718	actinomycin C1 biosynthesis	TAX-85011
PWY-5517	L-arabinose degradation III	TAX-2
PWY-6632	caffeine degradation IV (bacteria, via demethylation and oxidation)	TAX-2
PWY-6282	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	TAX-2
PWY-6282	palmitoleic acid biosynthesis I	
PWY-6282	palmitoleate biosynthesis (anaerobic)	
TYRFUMCAT-PWY	L-tyrosine degradation I	TAX-1224
TYRFUMCAT-PWY	tyrosine fumarate catabolism	TAX-4751
TYRFUMCAT-PWY		TAX-40674
PWY-5060	luteolin biosynthesis	TAX-3398
PWY-3821	D-galactose degradation III	TAX-3193
PWY-3821	UDP-D-galatose biosynthesis (from D-galactose)	
PWY-6751	superpathway of hydrogen production	TAX-2
PWY-6751		TAX-2157
PWY-5871	ubiquinol-9 biosynthesis (eukaryotic)	TAX-2759
PWY-5871	Q9 biosynthesis	
PWY-5871	ubiquinone-9 biosynthesis (eukaryotic)	
ETOH-ACETYLCOA-ANA-PWY	ethanol degradation I	TAX-2
ETOH-ACETYLCOA-ANA-PWY	acetyl-CoA biosynthesis (from alcohol)	
OANTIGEN-PWY	O-antigen building blocks biosynthesis (E. coli)	TAX-200918
OANTIGEN-PWY		TAX-200940
OANTIGEN-PWY		TAX-544448
OANTIGEN-PWY		TAX-508458
OANTIGEN-PWY		TAX-203691
OANTIGEN-PWY		TAX-203682
OANTIGEN-PWY		TAX-40117
OANTIGEN-PWY		TAX-142182
OANTIGEN-PWY		TAX-32066
OANTIGEN-PWY		TAX-1783270
OANTIGEN-PWY		TAX-74152
OANTIGEN-PWY		TAX-68297
OANTIGEN-PWY		TAX-1297
OANTIGEN-PWY		TAX-200930
OANTIGEN-PWY		TAX-1117
OANTIGEN-PWY		TAX-200938
OANTIGEN-PWY		TAX-200795
OANTIGEN-PWY		TAX-1783257
OANTIGEN-PWY		TAX-67814
OANTIGEN-PWY		TAX-68336
OANTIGEN-PWY		TAX-200783
OANTIGEN-PWY		TAX-1224
PWY-6457	trans-cinnamoyl-CoA biosynthesis	TAX-3193
PWY-6457	(E)-cinnamoyl-CoA biosynthesis	TAX-2
PWY-6457	trans-cinnamoyl-coenzyme A biosynthesis	
PWY-6457	cinnamoyl-CoA biosynthesis	
PWY-7213	wogonin metabolism	TAX-33090
PWY-5963	thio-molybdenum cofactor biosynthesis	TAX-2
PWY-5963	molybdenum cofactor (sulfide) biosynthesis	TAX-2157
PWY-5963		TAX-2759
PWY-283	benzoate degradation II (aerobic and anaerobic)	TAX-2
PWY-283	benzoic acid degradation	
PWY-7450	anthocyanidin modification (Arabidopsis)	TAX-3398
PWY-7450	Arabidopsis anthocyanin A11 biosynthesis	
RIBOSYN2-PWY	flavin biosynthesis I (bacteria and plants)	TAX-33090
RIBOSYN2-PWY	riboflavin, FMN and FAD biosynthesis	TAX-2
RIBOSYN2-PWY	vitamin B2 biosynthesis	
PWY-6535	4-aminobutanoate degradation I	TAX-33154
PWY-6535	&gamma;-amino-butyrate shunt	TAX-33090
PWY-6535	GABA degradation	TAX-2
PWY-5875	staphyloxanthin biosynthesis	TAX-1239
PWY-7248	pectin degradation III	TAX-2
PWY-5860	superpathway of demethylmenaquinol-6 biosynthesis I	TAX-724
PWY-5860	superpathway of demethylmenaquinone-6 biosynthesis	
ENTBACSYN-PWY	enterobactin biosynthesis	TAX-1224
PWY66-387	fatty acid &alpha;-oxidation II	TAX-33208
FOLSYN-PWY	superpathway of tetrahydrofolate biosynthesis and salvage	TAX-4751
FOLSYN-PWY		TAX-2
PWY0-781	aspartate superpathway	TAX-2
PWY-7154	ergosterol biosynthesis II	TAX-3041
PWY-7154	ergosterol biosynthesis II (Chlamydomonas)	
PWY-7154	ergosterol biosynthesis II (green algae)	
P562-PWY	myo-inositol degradation I	TAX-4751
P562-PWY		TAX-2
PWY-6650	juvenile hormone III biosynthesis II	TAX-7088
PWY-6650	JH III biosynthesis	
PWY-6650	methyl-10R,11-epoxy-3,7,11-trimethyl-2E,6E-dodecadienoate biosynthesis	
PWY-6650	methyl (2E,6E)-(10R)-10,11-epoxy-3,7,11-trimethyl-2,6-dodecadienoate biosynthesis	
PWY-6771	rhamnogalacturonan type I degradation II (bacteria)	TAX-2
PWY-6771		TAX-4751
BENZCOA-PWY	anaerobic aromatic compound degradation (Thauera aromatica)	TAX-1224
PWY-5966	fatty acid biosynthesis initiation II	TAX-33084
PWY-5966		TAX-33208
PWY-5966		TAX-4751
PWY-5966		TAX-2
PWY0-1296	purine ribonucleosides degradation	TAX-2157
PWY0-1296		TAX-33154
PWY0-1296		TAX-2
PWY-5918	superpathay of heme biosynthesis from glutamate	TAX-33682
PWY-5918		TAX-2157
PWY-5918		TAX-3398
PWY-5918		TAX-1224
P344-PWY	superpathway of acrylonitrile degradation	TAX-1224
P344-PWY		TAX-201174
PWY-5041	S-adenosyl-L-methionine cycle II	TAX-2
PWY-5041	activated methyl cycle	TAX-2759
PWY-5041	SAM cycle	
PWY-6448	hordatine biosynthesis	TAX-4512
PWY-6999	theophylline degradation	TAX-2
PWY-5304	superpathway of sulfur oxidation (Acidianus ambivalens)	TAX-183924
PWY-6643	coenzyme M biosynthesis II	TAX-2191
PWY-6643	CoM biosynthesis II	TAX-94695
PWY-6292	superpathway of L-cysteine biosynthesis (mammalian)	TAX-33154
PWY-6292		TAX-2157
PWY-6292		TAX-2
PWY-5428	m-xylene degradation to m-toluate	TAX-2
PWY-6887	kauralexin biosynthesis	TAX-3193
VALDEG-PWY	L-valine degradation I	TAX-2759
VALDEG-PWY		TAX-201174
VALDEG-PWY		TAX-1224
VALDEG-PWY		TAX-1239
TRPKYNCAT-PWY	L-tryptophan degradation IV (via indole-3-lactate)	TAX-1239
TRPKYNCAT-PWY	tryptophan kynurenine degradation	
ECASYN-PWY	enterobacterial common antigen biosynthesis	TAX-1224
ECASYN-PWY	ECA biosynthesis	
PWY-7246	pectin degradation II	TAX-4751
PWY-7246		TAX-2
GLYCINE-SYN2-PWY	glycine biosynthesis II	TAX-33154
PWY-5697	allantoin degradation to ureidoglycolate I (urea producing)	TAX-2759
PWY-5697		TAX-2
PWY-6735	starch degradation IV	TAX-2157
PWY-7161	polymethylated quercetin biosynthesis	TAX-91827
PWY-5913	partial TCA cycle (obligate autotrophs)	TAX-1118
PWY-5913	TCA cycle VI (obligate autotrophs)	TAX-1217
PWY-5913		TAX-1224
PWY-6524	lychnose and isolychnose biosynthesis	TAX-3568
PWY-7224	purine deoxyribonucleosides salvage	TAX-33208
PWY-7224		TAX-33090
PWY-7224		TAX-2
PWY-7224		TAX-2157
PWY-7679	anthocyanidin acylglucoside and acylsambubioside biosynthesis	TAX-3398
PWY-6769	rhamnogalacturonan type I degradation I (fungi)	TAX-4751
PWY-7638	echinenone and zeaxanthin biosynthesis (Synechocystis)	TAX-2
PWY-7238	sucrose biosynthesis II	TAX-33090
PWY-7238	sucrose biosynthesis II (from starch degradation intermediates)	
PWY-7238	sucrose biosynthesis II (plant cytosol)	
PYRUVDEHYD-PWY	pyruvate decarboxylation to acetyl CoA	TAX-2157
PYRUVDEHYD-PWY	pyruvate dehydrogenase complex	TAX-2759
PYRUVDEHYD-PWY	acetyl-CoA biosynthesis I (pyruvate dehydrogenase complex)	TAX-2
PWY-5861	superpathway of demethylmenaquinol-8 biosynthesis	TAX-2
PWY-5861	superpathway of demethylmenaquinone-8 biosynthesis	
PWY-6147	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	TAX-4751
PWY-6147		TAX-33090
PWY-6147		TAX-2
PWY-5388	N-glucosylnicotinate metabolism	TAX-3398
PWY-7208	superpathway of pyrimidine nucleobases salvage	TAX-4751
PWY-7208		TAX-33090
PWY-7208		TAX-2
PWY-7208		TAX-2157
PWY-5480	pyruvate fermentation to ethanol I	TAX-3041
PWY-5480		TAX-4751
PWY-5480		TAX-2
PWY-6432	curcuminoid biosynthesis	TAX-99568
PWY0-1353	succinate to cytochrome bd oxidase electron transfer	TAX-2
PWY-5509	adenosylcobalamin biosynthesis from cobyrinate a,c-diamide I	TAX-2
PWY-5509		TAX-2157
PWY-43	putrescine biosynthesis II	TAX-33090
PWY-43		TAX-1239
PWY-43		TAX-1224
PWY-6151	S-adenosyl-L-methionine cycle I	TAX-2157
PWY-6151	SAM cycle	TAX-2
PWY-6151	activated methyl cycle	
PWY-6151	AMC	
PWY-6261	thyroid hormone metabolism II (via conjugation and/or degradation)	TAX-7742
PWY66-423	fructose 2,6-bisphosphate biosynthesis	TAX-2759
PWY-6977	superpathway of erythromycin biosynthesis	TAX-2
PWY-7606	docosahexaenoate biosynthesis III (6-desaturase, mammals)	TAX-33208
PWY-7606		TAX-2759
CRNFORCAT-PWY	creatinine degradation I	TAX-2
CRNFORCAT-PWY	creatinine catabolism	
PWY-5123	trans, trans-farnesyl diphosphate biosynthesis	TAX-2157
PWY-5123	FPP biosynthesis	TAX-2759
PWY-5123		TAX-2
P105-PWY	TCA cycle IV (2-oxoglutarate decarboxylase)	TAX-1117
P105-PWY	citric acid cycle	TAX-3035
P105-PWY	tricarboxylic acid cycle	TAX-1224
P105-PWY	Szent-Gyorgyi-Krebs cycle	TAX-201174
P105-PWY	Krebs cycle	
PWY-5313	superpathway of anthocyanin biosynthesis (from cyanidin and cyanidin 3-O-glucoside)	TAX-58024
PWY0-1336	NADH to fumarate electron transfer	TAX-2
PWY-5098	chlorophyll a degradation I	TAX-33090
PWY-5740	GDP-L-colitose biosynthesis	TAX-1224
ARG+POLYAMINE-SYN	superpathway of arginine and polyamine biosynthesis	TAX-2
PWY-7318	dTDP-3-acetamido-3,6-dideoxy-&alpha;-D-glucose biosynthesis	TAX-2
PWY-7318	dTDP-3-acetamido-3,6-dideoxy-&alpha;-D-glucopyranose biosynthesis	
PWYQT-4472	glucosinolate biosynthesis from trihomomethionine	TAX-3699
PWY-5737	(5R)-carbapenem carboxylate biosynthesis	TAX-2
PWY-5737	(R)-1-carbapen-2-em-3-carboxylate biosynthesis	
PWY-5737	(5R)-carbapenem-3-carboxylate biosynthesis	
PROPIONMET-PWY	propanoyl CoA degradation I	TAX-2759
PROPIONMET-PWY	propionyl CoA degradation I	TAX-33154
PROPIONMET-PWY		TAX-2
PROPIONMET-PWY		TAX-2157
PWY-5695	urate biosynthesis/inosine 5'-phosphate degradation	TAX-2
PWY-5695	ureide biogenesis	TAX-33208
PWY-5695	inosine 5'-phosphate degradation	TAX-3803
PWY-5695	IMP degradation	
PWY-5695	urate biosynthesis	
PWY0-901	L-selenocysteine biosynthesis I (bacteria)	TAX-2
GALACTARDEG-PWY	D-galactarate degradation I	TAX-2
GALACTARDEG-PWY	D-galactarate catabolism	
PWY-4942	sterculate biosynthesis	TAX-3193
PWY-4942	cyclopropane and cyclopropene fatty acid biosynthesis	
PWY-5345	superpathway of L-methionine biosynthesis (by sulfhydrylation)	TAX-2
PWY-5345		TAX-4751
PWY-6607	guanosine nucleotides degradation I	TAX-3193
PWY-743	thiocyanate degradation II	TAX-2
PWY-743	thiocyanate metabolism II	
PWY-743	thiocyanate utilization II	
PWY-743	carbonyl sulfide pathway	
PWY-7445	luteolin triglucuronide degradation	TAX-3398
PWY-6512	hydrogen oxidation III (anaerobic, NADP)	TAX-2157
PWY-6512		TAX-2
PWY-7626	bacilysin biosynthesis	TAX-2
GLYCOLATEMET-PWY	glycolate and glyoxylate degradation I	TAX-2
GLYCOLATEMET-PWY	glycolate utilization I	
GLYCOLATEMET-PWY	glycolate degradation I	
PWY-1164	carbon disulfide oxidation I (anaerobic)	TAX-2157
PWY-1164	carbon disulphide oxidation	TAX-2
PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	TAX-58024
PWY-7269	NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)	TAX-4751
PWY-5307	gentiodelphin biosynthesis	TAX-3398
PWY-7709	(3R)-linalool biosynthesis	TAX-3398
PWY-7709	(R)-linalool biosynthesis	TAX-4751
PWY-282	cuticular wax biosynthesis	TAX-33090
PWY-6733	sporopollenin precursors biosynthesis	TAX-3193
PWY-6733	sporopollenin monomer biosynthesis	
PWY-7494	choline degradation IV	TAX-4751
PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	TAX-2
PWY-6956	naphthalene degradation to acetyl-CoA	TAX-2
PWY0-1535	D-serine degradation	TAX-2759
PWY0-1535		TAX-2
PWY-3341	L-proline biosynthesis III	TAX-33090
PWY-7310	D-glucosaminate degradation	TAX-2
PWY-7791	UMP biosynthesis III	TAX-201174
PWY-7791	uridine-5'-phosphate biosynthesis III	TAX-1239
PWY-7791	de novo biosynthesis of uridine-5'-phosphate III	TAX-2157
PWY-7791	de novo biosynthesis of uridine-5'-monophosphate III	
HISTSYN-PWY	L-histidine biosynthesis	TAX-2157
HISTSYN-PWY		TAX-4751
HISTSYN-PWY		TAX-33090
HISTSYN-PWY		TAX-2
PWY-7173	quercetin triglucoside biosynthesis	TAX-3803
PWY-6590	superpathway of Clostridium acetobutylicum acidogenic fermentation	TAX-1239
PWY-6590	acetobutylicum acidogenic fermentation	
PWY-7317	superpathway of dTDP-glucose-derived O-antigen building blocks biosynthesis	TAX-2
PWY-6117	spermine and spermidine degradation I	TAX-33154
PWY-6117	polyamine degradation I	TAX-5794
GLYCOGENSYNTH-PWY	glycogen biosynthesis I (from ADP-D-Glucose)	TAX-2
PWY-7805	aminomethylphosphonate degradation	TAX-2
ERGOSTEROL-SYN-PWY	superpathway of ergosterol biosynthesis I	TAX-4751
ERGOSTEROL-SYN-PWY	superpathway of ergosterol biosynthesis I (fungi)	
PWY-1701	methanol and methylamine oxidation to formaldehyde	TAX-1224
PWY-1701	methylotrophy	
PWY-5104	L-isoleucine biosynthesis IV	TAX-2
PWY-5104		TAX-224756
PWY-5104		TAX-183925
PWY-5188	tetrapyrrole biosynthesis I (from glutamate)	TAX-33682
PWY-5188		TAX-1117
PWY-5188		TAX-1224
PWY-5188		TAX-2157
PWY-5188		TAX-3398
PWY-7277	sphingolipid biosynthesis (mammals)	TAX-33208
PWY-7442	drosopterin and aurodrosopterin biosynthesis	TAX-7215
PWY0-501	lipoate biosynthesis and incorporation I	TAX-33090
PWY0-501		TAX-2
PWY0-501		TAX-2759
PWY-5694	allantoin degradation to glyoxylate I	TAX-2
PWY-5694		TAX-4751
PWY-5972	stearate biosynthesis I (animals and fungi)	TAX-33154
PWY-5972	stearic acid biosynthesis	TAX-2
PWY4FS-4	phosphatidylcholine biosynthesis IV	TAX-33090
PWY-6565	superpathway of polyamine biosynthesis III	TAX-641
PWY-2762	glyceollin biosynthesis II	TAX-3803
PWY-5366	palmitoleate biosynthesis II (plants and bacteria)	TAX-2759
PWY-5366	palmitoleic acid biosynthesis	TAX-2
PWY-7380	biotin biosynthesis from 8-amino-7-oxononanoate II	TAX-1239
PWY-7380	biotin biosynthesis from 7-keto-8-aminopelargonate II	
PWY-102	gibberellin inactivation I (2&beta;-hydroxylation)	TAX-3195
PWY-102	gibberellin 2&beta;-hydroxylation	TAX-58023
PWY-102		TAX-2
PWY-102		TAX-4751
PWY-5996	oleate biosynthesis II (animals and fungi)	TAX-33154
PWY-4621	arsenate detoxification II (glutaredoxin)	TAX-4751
PWY-4621		TAX-2
PWY-4621		TAX-2157
PWY-5121	superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	TAX-2
PWY-5121	GGPP biosynthesis II (plastidic)	TAX-33090
PWY-6430	thymine degradation	TAX-300275
PWY-6430	uracil degradation (reductive)	TAX-2
PWY-6430		TAX-33090
PWY-6430		TAX-40674
P401-PWY	cyanide degradation	TAX-33090
P401-PWY		TAX-2
PWY-7182	linalool biosynthesis I	TAX-2759
ARO-PWY	chorismate biosynthesis I	TAX-33682
ARO-PWY	aromatic amino acid biosynthesis	TAX-3041
ARO-PWY	shikimate pathway	TAX-2763
ARO-PWY		TAX-287987
ARO-PWY		TAX-5204
ARO-PWY		TAX-2836
ARO-PWY		TAX-4762
ARO-PWY		TAX-4890
ARO-PWY		TAX-5794
ARO-PWY		TAX-33090
ARO-PWY		TAX-2
MALATE-ASPARTATE-SHUTTLE-PWY	L-aspartate degradation II	TAX-33208
MALATE-ASPARTATE-SHUTTLE-PWY	malate/L-aspartate shuttle pathway	TAX-4751
PWY-5971	palmitate biosynthesis II (bacteria and plants)	TAX-33090
PWY-5971	palmitic acid biosynthesis	TAX-2
PWY-5971	de novo lipogenesis	
GALACTITOLCAT-PWY	galactitol degradation	TAX-1224
GALACTITOLCAT-PWY	galactitol catabolism	
THRESYN-PWY	superpathway of L-threonine biosynthesis	TAX-4751
THRESYN-PWY		TAX-33090
THRESYN-PWY		TAX-2
THRESYN-PWY		TAX-2157
PWY-5143	long-chain fatty acid activation	TAX-2157
PWY-5143	long-chain acyl-CoA synthetase pathway	TAX-2
PWY-5143		TAX-2759
PWY-7413	dTDP-6-deoxy-&alpha;-D-allose biosynthesis	TAX-2
GLUCARDEG-PWY	D-glucarate degradation I	TAX-2
GLUCARDEG-PWY	D-glucarate catabolism	
PWY-6759	hydrogen production III	TAX-2
PWY-6759		TAX-2157
PWY-6353	purine nucleotides degradation II (aerobic)	TAX-33154
PWY-6353	purine nucleotides catabolism	TAX-2157
PWY-6353		TAX-2
PWY-3801	sucrose degradation II (sucrose synthase)	TAX-1117
PWY-3801		TAX-33090
PWY66-21	ethanol degradation II	TAX-2759
PWY66-21		TAX-2
PWY66-21		TAX-2157
PWY-7723	bacterial bioluminescence	TAX-267890
PWY-7723		TAX-543
PWY-7723		TAX-641
PWY-40	putrescine biosynthesis I	TAX-7742
PWY-40		TAX-2
PWY-5310	superpathway of anthocyanin biosynthesis (from delphinidin 3-O-glucoside)	TAX-58024
PWY-6523	nitrite-dependent anaerobic methane oxidation	TAX-2
PWY-6523	intra-aerobic nitrite reduction	
PWY-6523	N-DAMO	
PWY66-428	L-threonine degradation V	TAX-40674
PWY-5725	farnesene biosynthesis	TAX-91827
PWY66-161	ethanol degradation III	TAX-33208
KDOSYN-PWY	Kdo transfer to lipid IVA I	TAX-33090
KDOSYN-PWY		TAX-1783257
KDOSYN-PWY		TAX-1224
PWY-7186	superpathway of scopolin and esculin biosynthesis	TAX-58023
PWY-7186	post-harvest physiological deterioration hydroxycoumarin and hydrocycoumarin glucoside biosynthesis	
PWY-7186	PPD hydroxycoumarin and hydrocycoumarin glucoside biosynthesis	
PANTOSYN-PWY	pantothenate and coenzyme A biosynthesis I	TAX-2
PWY-7436	vitamin E biosynthesis (tocotrienols)	TAX-3398
PWY-7436	tocotrienol biosynthesis	
PWY-7546	diphthamide biosynthesis (eukaryotes)	TAX-2759
PWY-5079	L-phenylalanine degradation III	TAX-4751
PWY-5079	Ehrlich pathway	
PWY66-241	bupropion degradation	TAX-40674
PWY-6714	L-rhamnose degradation III	TAX-2
PWY-6714	diketo-hydrolase pathway	
PWY-5350	thiosulfate disproportionation IV (rhodanese)	TAX-2
PWY-5350		TAX-2759
PWY-7759	bacteriochlorophyll c biosynthesis	TAX-191412
PWY-5899	superpathway of menaquinol-13 biosynthesis	TAX-33882
PWY-5899	vitamin K2 biosynthesis	TAX-838
PWY-5899	superpathway of menaquinone-13 biosynthesis	
PWY-4984	urea cycle	TAX-2
PWY-4984	Krebs ornithine cycle	TAX-2759
PWY-4984	Krebs-Henseleit cycle	
PWY-5382	hydrogen oxidation II (aerobic, NAD)	TAX-2
PWY-5139	pelargonidin conjugates biosynthesis	TAX-3398
PWY-5514	UDP-N-acetyl-D-galactosamine biosynthesis II	TAX-68459
PWY-7766	heme biosynthesis IV (Gram-positive bacteria)	TAX-1239
PWY-7766		TAX-201174
PWY-3781	aerobic respiration I (cytochrome c)	TAX-2
PWY-3781		TAX-2759
PWY-7131	CMP-legionaminate biosynthesis II	TAX-2
ALANINE-SYN2-PWY	L-alanine biosynthesis II	TAX-2759
ALANINE-SYN2-PWY		TAX-2
PWY-7836	ganglio-series glycosphingolipids biosynthesis	TAX-33208
