gene	organism	chromosome	start	end
At1g76800	Arabidopsis thaliana	Chr1	28829307	28830277	
At5g01590	Arabidopsis thaliana	Chr5	224173	226926	
At1g30135	Arabidopsis thaliana	Chr1	10596491	10597239	
At1g34490	Arabidopsis thaliana	Chr1	12609481	12610495	
At5g65270	Arabidopsis thaliana	Chr5	26083327	26084714	
At1g30130	Arabidopsis thaliana	Chr1	10587601	10589760	
At5g20950	Arabidopsis thaliana	Chr5	7107375	7111349	
At5g54620	Arabidopsis thaliana	Chr5	22187760	22189746	
At5g08139	Arabidopsis thaliana	Chr5	2616344	2617881	
At4g20380	Arabidopsis thaliana	Chr4	11004516	11006788	
At5g50530	Arabidopsis thaliana	Chr5	20571680	20575250	
At4g28630	Arabidopsis thaliana	Chr4	14138358	14140958	
At3g44960	Arabidopsis thaliana	Chr3	16427794	16429151	
At5g60970	Arabidopsis thaliana	Chr5	24535569	24537047	
At1g07270	Arabidopsis thaliana	Chr1	2229756	2232897	
At3g58570	Arabidopsis thaliana	Chr3	21656503	21660532	
At2g40770	Arabidopsis thaliana	Chr2	17013268	17021315	
At4g30400	Arabidopsis thaliana	Chr4	14866945	14868628	
At3g49310	Arabidopsis thaliana	Chr3	18284856	18288059	
At5g50280	Arabidopsis thaliana	Chr5	20459237	20461504	
At2g36110	Arabidopsis thaliana	Chr2	15161701	15162676	
At4g36800	Arabidopsis thaliana	Chr4	17340949	17342759	
At2g29600	Arabidopsis thaliana	Chr2	12655150	12657296	
At2g16520	Arabidopsis thaliana	Chr2	7161921	7162580	
At1g75380	Arabidopsis thaliana	Chr1	28281388	28284045	
At1g75388	Arabidopsis thaliana	Chr1	28291697	28293008	
At2g17730	Arabidopsis thaliana	Chr2	7703946	7705748	
At3g07990	Arabidopsis thaliana	Chr3	2552476	2554921	
At4g20960	Arabidopsis thaliana	Chr4	11211945	11213644	
At5g12930	Arabidopsis thaliana	Chr5	4082889	4085297	
At5g62720	Arabidopsis thaliana	Chr5	25191841	25195009	
At3g51150	Arabidopsis thaliana	Chr3	19000855	19006769	
At3g54300	Arabidopsis thaliana	Chr3	20108207	20110683	
At3g20030	Arabidopsis thaliana	Chr3	6990253	6991462	
At4g00810	Arabidopsis thaliana	Chr4	345951	347184	
At5g24950	Arabidopsis thaliana	Chr5	8595208	8597761	
At1g07490	Arabidopsis thaliana	Chr1	2301379	2302021	
At1g69330	Arabidopsis thaliana	Chr1	26063815	26065505	
At5g53390	Arabidopsis thaliana	Chr5	21656733	21659262	
At1g78090	Arabidopsis thaliana	Chr1	29373888	29376504	
At3g05590	Arabidopsis thaliana	Chr3	1621456	1623014	
At5g60800	Arabidopsis thaliana	Chr5	24460782	24462541	
At1g73970	Arabidopsis thaliana	Chr1	27816813	27820078	
At5g22830	Arabidopsis thaliana	Chr5	7627596	7630993	
At5g44770	Arabidopsis thaliana	Chr5	18065054	18066680	
At5g64380	Arabidopsis thaliana	Chr5	25741248	25743198	
At3g20780	Arabidopsis thaliana	Chr3	7263899	7268572	
At4g09670	Arabidopsis thaliana	Chr4	6107149	6109122	
At4g24090	Arabidopsis thaliana	Chr4	12512735	12514592	
At1g70770	Arabidopsis thaliana	Chr1	26688229	26691277	
Atmg00730	Arabidopsis thaliana	Chrm	217630	219077	
At1g78540	Arabidopsis thaliana	Chr1	29541010	29544777	
At2g37240	Arabidopsis thaliana	Chr2	15639938	15641763	
At2g05753	Arabidopsis thaliana	Chr2	2171389	2171936	
At1g04910	Arabidopsis thaliana	Chr1	1387870	1391187	
At2g46320	Arabidopsis thaliana	Chr2	19015812	19018230	
At3g59760	Arabidopsis thaliana	Chr3	22071947	22075416	
At4g38940	Arabidopsis thaliana	Chr4	18152686	18154114	
At4g31460	Arabidopsis thaliana	Chr4	15259468	15261238	
At4g36110	Arabidopsis thaliana	Chr4	17089948	17090825	
At2g41800	Arabidopsis thaliana	Chr2	17436528	17438040	
At3g57650	Arabidopsis thaliana	Chr3	21349506	21353174	
At1g36230	Arabidopsis thaliana	Chr1	13610984	13614051	
At1g22440	Arabidopsis thaliana	Chr1	7922427	7924944	
At5g26320	Arabidopsis thaliana	Chr5	9238309	9241236	
At4g22520	Arabidopsis thaliana	Chr4	11858613	11858970	
At5g63090	Arabidopsis thaliana	Chr5	25308571	25310973	
At5g66990	Arabidopsis thaliana	Chr5	26744256	26745362	
At4g29510	Arabidopsis thaliana	Chr4	14491624	14494001	
At5g11770	Arabidopsis thaliana	Chr5	3790805	3793000	
Atmg01060	Arabidopsis thaliana	Chrm	274898	275222	
At5g52110	Arabidopsis thaliana	Chr5	21172420	21174005	
At2g45126	Arabidopsis thaliana	Chr2	18605870	18605963	
At1g68526	Arabidopsis thaliana	Chr1	25711868	25712238	
At1g33770	Arabidopsis thaliana	Chr1	12242125	12244462	
At1g68520	Arabidopsis thaliana	Chr1	25709113	25710907	
At5g66110	Arabidopsis thaliana	Chr5	26430201	26430912	
At1g72730	Arabidopsis thaliana	Chr1	27377797	27380182	
At5g39590	Arabidopsis thaliana	Chr5	15851391	15853990	
At1g32420	Arabidopsis thaliana	Chr1	11701994	11702903	
At2g37930	Arabidopsis thaliana	Chr2	15873116	15874972	
At1g02813	Arabidopsis thaliana	Chr1	620677	621289	
At1g02816	Arabidopsis thaliana	Chr1	621460	622469	
At5g10790	Arabidopsis thaliana	Chr5	3410538	3412633	
At3g28450	Arabidopsis thaliana	Chr3	10667261	10669377	
At3g28455	Arabidopsis thaliana	Chr3	10669887	10671163	
At2g38220	Arabidopsis thaliana	Chr2	16007890	16010932	
At4g37445	Arabidopsis thaliana	Chr4	17604093	17604933	
At4g37440	Arabidopsis thaliana	Chr4	17601221	17604086	
At1g77815	Arabidopsis thaliana	Chr1	29263347	29263650	
At1g77810	Arabidopsis thaliana	Chr1	29260561	29263113	
At1g29530	Arabidopsis thaliana	Chr1	10324744	10326735	
At4g02060	Arabidopsis thaliana	Chr4	901387	905590	
At5g10420	Arabidopsis thaliana	Chr5	3273552	3276490	
At2g45000	Arabidopsis thaliana	Chr2	18564110	18567735	
At2g29470	Arabidopsis thaliana	Chr2	12628540	12629543	
At4g37990	Arabidopsis thaliana	Chr4	17855875	17857639	
At1g67270	Arabidopsis thaliana	Chr1	25183176	25185939	
At4g05494	Arabidopsis thaliana	Chr4	2776206	2776365	
At4g05497	Arabidopsis thaliana	Chr4	2777902	2778801	
At4g05490	Arabidopsis thaliana	Chr4	2771043	2772252	
At1g29280	Arabidopsis thaliana	Chr1	10236366	10237467	
At1g63190	Arabidopsis thaliana	Chr1	23431834	23433002	
At4g18205	Arabidopsis thaliana	Chr4	10073757	10075271	
At4g04720	Arabidopsis thaliana	Chr4	2394457	2397759	
At4g35590	Arabidopsis thaliana	Chr4	16892908	16894865	
At5g13210	Arabidopsis thaliana	Chr5	4214503	4216686	
At3g54690	Arabidopsis thaliana	Chr3	20246538	20248140	
At1g34860	Arabidopsis thaliana	Chr1	12803707	12803986	
At2g35260	Arabidopsis thaliana	Chr2	14849535	14851969	
At3g29320	Arabidopsis thaliana	Chr3	11252806	11257814	
At5g55920	Arabidopsis thaliana	Chr5	22645482	22649447	
At1g62570	Arabidopsis thaliana	Chr1	23169135	23172105	
At2g39570	Arabidopsis thaliana	Chr2	16507895	16510198	
At3g23540	Arabidopsis thaliana	Chr3	8443444	8448070	
At5g44350	Arabidopsis thaliana	Chr5	17864519	17865707	
At1g11050	Arabidopsis thaliana	Chr1	3681887	3684169	
At5g41180	Arabidopsis thaliana	Chr5	16483870	16487426	
At1g31300	Arabidopsis thaliana	Chr1	11193692	11196312	
At5g47910	Arabidopsis thaliana	Chr5	19397442	19402061	
At3g27430	Arabidopsis thaliana	Chr3	10152516	10155342	
At5g55230	Arabidopsis thaliana	Chr5	22401996	22405381	
At1g27250	Arabidopsis thaliana	Chr1	9468567	9469634	
At4g05230	Arabidopsis thaliana	Chr4	2687002	2687623	
At1g71410	Arabidopsis thaliana	Chr1	26912725	26917712	
At5g02470	Arabidopsis thaliana	Chr5	542357	544900	
At2g28700	Arabidopsis thaliana	Chr2	12317165	12318746	
At4g10030	Arabidopsis thaliana	Chr4	6270240	6273241	
At2g22345	Arabidopsis thaliana	Chr2	9495456	9495848	
At5g03700	Arabidopsis thaliana	Chr5	965873	967322	
At2g22340	Arabidopsis thaliana	Chr2	9492878	9493955	
At3g15280	Arabidopsis thaliana	Chr3	5143967	5144693	
At4g11780	Arabidopsis thaliana	Chr4	7085969	7088212	
At4g15200	Arabidopsis thaliana	Chr4	8662991	8665759	
At4g19550	Arabidopsis thaliana	Chr4	10659252	10661311	
At2g19300	Arabidopsis thaliana	Chr2	8368039	8368219	
At2g45910	Arabidopsis thaliana	Chr2	18894073	18898528	
At5g42980	Arabidopsis thaliana	Chr5	17242606	17243912	
At5g16060	Arabidopsis thaliana	Chr5	5246119	5247431	
At4g10780	Arabidopsis thaliana	Chr4	6634778	6637457	
At2g47510	Arabidopsis thaliana	Chr2	19498367	19502246	
At1g27870	Arabidopsis thaliana	Chr1	9706656	9707298	
At3g60620	Arabidopsis thaliana	Chr3	22406405	22408597	
At4g01800	Arabidopsis thaliana	Chr4	770837	776260	
At3g24010	Arabidopsis thaliana	Chr3	8675955	8678220	
At5g08080	Arabidopsis thaliana	Chr5	2588341	2591316	
At5g45400	Arabidopsis thaliana	Chr5	18398989	18401644	
At1g21150	Arabidopsis thaliana	Chr1	7406295	7407764	
At1g60550	Arabidopsis thaliana	Chr1	22305830	22308229	
At5g56340	Arabidopsis thaliana	Chr5	22817559	22819657	
At5g43690	Arabidopsis thaliana	Chr5	17546172	17547434	
At5g59100	Arabidopsis thaliana	Chr5	23858893	23862129	
At5g49180	Arabidopsis thaliana	Chr5	19940677	19943007	
At3g47120	Arabidopsis thaliana	Chr3	17351140	17352822	
At5g02240	Arabidopsis thaliana	Chr5	451422	453157	
At1g10090	Arabidopsis thaliana	Chr1	3290310	3296198	
At1g10095	Arabidopsis thaliana	Chr1	3297323	3300443	
At5g16680	Arabidopsis thaliana	Chr5	5467372	5473506	
At5g53820	Arabidopsis thaliana	Chr5	21853396	21854117	
At5g39160	Arabidopsis thaliana	Chr5	15679013	15680002	
At1g08260	Arabidopsis thaliana	Chr1	2590943	2606892	
At1g19120	Arabidopsis thaliana	Chr1	6608114	6609369	
At1g60880	Arabidopsis thaliana	Chr1	22411574	22412180	
At2g43140	Arabidopsis thaliana	Chr2	17931524	17935686	
At5g18300	Arabidopsis thaliana	Chr5	6057772	6058216	
At3g53305	Arabidopsis thaliana	Chr3	19763617	19765268	
At5g04160	Arabidopsis thaliana	Chr5	1142781	1144912	
At3g53300	Arabidopsis thaliana	Chr3	19760474	19762357	
At5g14680	Arabidopsis thaliana	Chr5	4730906	4733081	
Atcg00470	Arabidopsis thaliana	Chrc	52264	52663	
At1g66480	Arabidopsis thaliana	Chr1	24805634	24807557	
At3g09710	Arabidopsis thaliana	Chr3	2976604	2979389	
At2g23910	Arabidopsis thaliana	Chr2	10177833	10180064	
At5g43760	Arabidopsis thaliana	Chr5	17585762	17588597	
At4g26030	Arabidopsis thaliana	Chr4	13205536	13206199	
At2g06010	Arabidopsis thaliana	Chr2	2336813	2338902	
At4g18780	Arabidopsis thaliana	Chr4	10312623	10316790	
At1g53820	Arabidopsis thaliana	Chr1	20091490	20092423	
At5g36658	Arabidopsis thaliana	Chr5	14386071	14386428	
At5g36659	Arabidopsis thaliana	Chr5	14388321	14388621	
At5g15080	Arabidopsis thaliana	Chr5	4886113	4888788	
At1g61688	Arabidopsis thaliana	Chr1	22780732	22781388	
At4g07408	Arabidopsis thaliana	Chr4	4201004	4201193	
At2g02700	Arabidopsis thaliana	Chr2	756442	757942	
At1g61680	Arabidopsis thaliana	Chr1	22772454	22774687	
At4g07400	Arabidopsis thaliana	Chr4	4197846	4199511	
At5g36657	Arabidopsis thaliana	Chr5	14383876	14384176	
At5g25430	Arabidopsis thaliana	Chr5	8851250	8854259	
At5g14350	Arabidopsis thaliana	Chr5	4627139	4628703	
At1g21840	Arabidopsis thaliana	Chr1	7666459	7667758	
At1g44478	Arabidopsis thaliana	Chr1	16852340	16853238	
At3g25050	Arabidopsis thaliana	Chr3	9126850	9128416	
At3g23840	Arabidopsis thaliana	Chr3	8611125	8612690	
At5g41401	Arabidopsis thaliana	Chr5	16572024	16572189	
At5g41400	Arabidopsis thaliana	Chr5	16569376	16570177	
At3g21990	Arabidopsis thaliana	Chr3	7749246	7750419	
At1g18290	Arabidopsis thaliana	Chr1	6297363	6298328	
At2g19410	Arabidopsis thaliana	Chr2	8404900	8409012	
At3g45980	Arabidopsis thaliana	Chr3	16897286	16898013	
At1g79940	Arabidopsis thaliana	Chr1	30069549	30073332	
At1g33430	Arabidopsis thaliana	Chr1	12124236	12126481	
At2g20250	Arabidopsis thaliana	Chr2	8733749	8736577	
At1g12930	Arabidopsis thaliana	Chr1	4398374	4405605	
At4g17170	Arabidopsis thaliana	Chr4	9644712	9646366	
At2g01540	Arabidopsis thaliana	Chr2	242122	243493	
At1g12938	Arabidopsis thaliana	Chr1	4412886	4413057	
At2g17265	Arabidopsis thaliana	Chr2	7508587	7509755	
At4g21560	Arabidopsis thaliana	Chr4	11468760	11470533	
At4g12520	Arabidopsis thaliana	Chr4	7421055	7421738	
At5g05610	Arabidopsis thaliana	Chr5	1676990	1679104	
At1g17210	Arabidopsis thaliana	Chr1	5880129	5884756	
At4g13690	Arabidopsis thaliana	Chr4	7953351	7955769	
At4g27810	Arabidopsis thaliana	Chr4	13854492	13855718	
At5g02860	Arabidopsis thaliana	Chr5	654101	656561	
At3g17480	Arabidopsis thaliana	Chr3	5983198	5984320	
At3g13900	Arabidopsis thaliana	Chr3	4586150	4590681	
At1g80450	Arabidopsis thaliana	Chr1	30243929	30244783	
At5g46840	Arabidopsis thaliana	Chr5	19005600	19007770	
At3g26500	Arabidopsis thaliana	Chr3	9708108	9709964	
At2g42070	Arabidopsis thaliana	Chr2	17549090	17551175	
At5g42170	Arabidopsis thaliana	Chr5	16848785	16851707	
At3g62570	Arabidopsis thaliana	Chr3	23142484	23144609	
At3g11880	Arabidopsis thaliana	Chr3	3751659	3754060	
At1g51530	Arabidopsis thaliana	Chr1	19109853	19112157	
At1g51538	Arabidopsis thaliana	Chr1	19113182	19115273	
At3g17730	Arabidopsis thaliana	Chr3	6064378	6065813	
At4g25710	Arabidopsis thaliana	Chr4	13098140	13099531	
At3g22080	Arabidopsis thaliana	Chr3	7777817	7781718	
At1g23140	Arabidopsis thaliana	Chr1	8202260	8203215	
At1g23147	Arabidopsis thaliana	Chr1	8205871	8206206	
At1g23145	Arabidopsis thaliana	Chr1	8203961	8204255	
At1g23149	Arabidopsis thaliana	Chr1	8206548	8207618	
At2g27700	Arabidopsis thaliana	Chr2	11813948	11816002	
At3g48208	Arabidopsis thaliana	Chr3	17846072	17846342	
At3g48209	Arabidopsis thaliana	Chr3	17847680	17847884	
At3g24860	Arabidopsis thaliana	Chr3	9073622	9074682	
At3g16280	Arabidopsis thaliana	Chr3	5518330	5519246	
At3g48200	Arabidopsis thaliana	Chr3	17832772	17837514	
At3g28150	Arabidopsis thaliana	Chr3	10471841	10473754	
At3g48205	Arabidopsis thaliana	Chr3	17840653	17841257	
At3g28155	Arabidopsis thaliana	Chr3	10485300	10485991	
At3g11773	Arabidopsis thaliana	Chr3	3722891	3723733	
At3g11770	Arabidopsis thaliana	Chr3	3721323	3722658	
At3g22330	Arabidopsis thaliana	Chr3	7892536	7895366	
At1g12064	Arabidopsis thaliana	Chr1	4077497	4078095	
At1g12060	Arabidopsis thaliana	Chr1	4076333	4076981	
At3g55070	Arabidopsis thaliana	Chr3	20408285	20411140	
At5g07610	Arabidopsis thaliana	Chr5	2406067	2407330	
At3g62390	Arabidopsis thaliana	Chr3	23087016	23089206	
At2g21660	Arabidopsis thaliana	Chr2	9265248	9266393	
At5g65070	Arabidopsis thaliana	Chr5	25992242	25996174	
At2g14247	Arabidopsis thaliana	Chr2	6034347	6034835	
At1g50660	Arabidopsis thaliana	Chr1	18770936	18774686	
At5g02130	Arabidopsis thaliana	Chr5	419657	422032	
At3g51790	Arabidopsis thaliana	Chr3	19209584	19210744	
At2g15110	Arabidopsis thaliana	Chr2	6554846	6557168	
At1g53000	Arabidopsis thaliana	Chr1	19745045	19747245	
At2g17160	Arabidopsis thaliana	Chr2	7472753	7474012	
At4g24040	Arabidopsis thaliana	Chr4	12488182	12491235	
At3g03960	Arabidopsis thaliana	Chr3	1024257	1027891	
At1g20490	Arabidopsis thaliana	Chr1	7097292	7099695	
At3g25730	Arabidopsis thaliana	Chr3	9396419	9397747	
At3g04997	Arabidopsis thaliana	Chr3	1386497	1386629	
At3g04990	Arabidopsis thaliana	Chr3	1383995	1384679	
At2g34820	Arabidopsis thaliana	Chr2	14689623	14690879	
At3g58160	Arabidopsis thaliana	Chr3	21534796	21541877	
At2g34825	Arabidopsis thaliana	Chr2	14691410	14691629	
At3g23060	Arabidopsis thaliana	Chr3	8200635	8203233	
At3g15251	Arabidopsis thaliana	Chr3	5137204	5137318	
At3g15250	Arabidopsis thaliana	Chr3	5136261	5137195	
At1g74670	Arabidopsis thaliana	Chr1	28053285	28054149	
At1g20720	Arabidopsis thaliana	Chr1	7185657	7192794	
At5g60270	Arabidopsis thaliana	Chr5	24257744	24260043	
At5g38090	Arabidopsis thaliana	Chr5	15193465	15194089	
At2g20530	Arabidopsis thaliana	Chr2	8841971	8844000	
At5g37240	Arabidopsis thaliana	Chr5	14737559	14739256	
At2g34790	Arabidopsis thaliana	Chr2	14673839	14677270	
At3g46310	Arabidopsis thaliana	Chr3	17017450	17017825	
At2g32300	Arabidopsis thaliana	Chr2	13722426	13723590	
At2g22660	Arabidopsis thaliana	Chr2	9627407	9631081	
At3g45950	Arabidopsis thaliana	Chr3	16889460	16890618	
At1g79170	Arabidopsis thaliana	Chr1	29782272	29782622	
At1g04280	Arabidopsis thaliana	Chr1	1143435	1146654	
At1g52750	Arabidopsis thaliana	Chr1	19646464	19649261	
At3g56640	Arabidopsis thaliana	Chr3	20981380	20984336	
At5g61865	Arabidopsis thaliana	Chr5	24847326	24849792	
At5g38540	Arabidopsis thaliana	Chr5	15426809	15428710	
At4g27010	Arabidopsis thaliana	Chr4	13557973	13568296	
At5g09920	Arabidopsis thaliana	Chr5	3096182	3097575	
At4g23900	Arabidopsis thaliana	Chr4	12424450	12426528	
At3g57320	Arabidopsis thaliana	Chr3	21209956	21210863	
At5g22760	Arabidopsis thaliana	Chr5	7571634	7577866	
At5g57181	Arabidopsis thaliana	Chr5	23171061	23171160	
At5g57180	Arabidopsis thaliana	Chr5	23168017	23170999	
At5g26860	Arabidopsis thaliana	Chr5	9451047	9457000	
At5g66750	Arabidopsis thaliana	Chr5	26648950	26653073	
At4g27020	Arabidopsis thaliana	Chr4	13568431	13571474	
At3g06870	Arabidopsis thaliana	Chr3	2167846	2168960	
At4g22050	Arabidopsis thaliana	Chr4	11683864	11685644	
At3g10020	Arabidopsis thaliana	Chr3	3091042	3091766	
At5g56850	Arabidopsis thaliana	Chr5	22985192	22988013	
At1g21450	Arabidopsis thaliana	Chr1	7508968	7511801	
At1g05880	Arabidopsis thaliana	Chr1	1775642	1778553	
At1g72530	Arabidopsis thaliana	Chr1	27312998	27313937	
At3g13590	Arabidopsis thaliana	Chr3	4435315	4437334	
At3g13594	Arabidopsis thaliana	Chr3	4441075	4441270	
At5g63730	Arabidopsis thaliana	Chr5	25508099	25509706	
At3g01470	Arabidopsis thaliana	Chr3	182395	184403	
At3g01472	Arabidopsis thaliana	Chr3	182395	184403	
At1g04420	Arabidopsis thaliana	Chr1	1191607	1193884	
At5g57450	Arabidopsis thaliana	Chr5	23273092	23274976	
At2g24540	Arabidopsis thaliana	Chr2	10426341	10427594	
At2g38025	Arabidopsis thaliana	Chr2	15914957	15916733	
At1g38950	Arabidopsis thaliana	Chr1	14587851	14588419	
At2g38020	Arabidopsis thaliana	Chr2	15909907	15914710	
At1g72280	Arabidopsis thaliana	Chr1	27211844	27214665	
At3g14610	Arabidopsis thaliana	Chr3	4912465	4914652	
At4g29350	Arabidopsis thaliana	Chr4	14450007	14451394	
At3g54050	Arabidopsis thaliana	Chr3	20016904	20018780	
At5g56580	Arabidopsis thaliana	Chr5	22904688	22906661	
At1g08700	Arabidopsis thaliana	Chr1	2769814	2771477	
At2g31540	Arabidopsis thaliana	Chr2	13430636	13432065	
At5g50860	Arabidopsis thaliana	Chr5	20693462	20697039	
At3g13040	Arabidopsis thaliana	Chr3	4172141	4175227	
At3g06290	Arabidopsis thaliana	Chr3	1899041	1907297	
At2g38790	Arabidopsis thaliana	Chr2	16214188	16215264	
At5g27730	Arabidopsis thaliana	Chr5	9820248	9823086	
At4g32900	Arabidopsis thaliana	Chr4	15878721	15881041	
At1g48660	Arabidopsis thaliana	Chr1	17995947	17997972	
At5g63700	Arabidopsis thaliana	Chr5	25493716	25497632	
At1g53580	Arabidopsis thaliana	Chr1	19991274	19993334	
At3g52910	Arabidopsis thaliana	Chr3	19616020	19618449	
At4g26370	Arabidopsis thaliana	Chr4	13333723	13336230	
At1g49130	Arabidopsis thaliana	Chr1	18174739	18175964	
At3g19690	Arabidopsis thaliana	Chr3	6842219	6842856	
At3g06120	Arabidopsis thaliana	Chr3	1846530	1848230	
At1g14990	Arabidopsis thaliana	Chr1	5167030	5168264	
At1g01610	Arabidopsis thaliana	Chr1	221690	224340	
At3g05020	Arabidopsis thaliana	Chr3	1391631	1392954	
At1g58270	Arabidopsis thaliana	Chr1	21612115	21614117	
At2g30490	Arabidopsis thaliana	Chr2	12993662	12995770	
At2g39770	Arabidopsis thaliana	Chr2	16588701	16590985	
At5g48410	Arabidopsis thaliana	Chr5	19620266	19623425	
At5g64060	Arabidopsis thaliana	Chr5	25633535	25635781	
At1g31140	Arabidopsis thaliana	Chr1	11117992	11119785	
At3g58980	Arabidopsis thaliana	Chr3	21794444	21797006	
At1g20900	Arabidopsis thaliana	Chr1	7272555	7274072	
At3g19520	Arabidopsis thaliana	Chr3	6772686	6774445	
At5g44110	Arabidopsis thaliana	Chr5	17754063	17755742	
At1g03610	Arabidopsis thaliana	Chr1	900886	903003	
At2g32890	Arabidopsis thaliana	Chr2	13952715	13954115	
At3g03510	Arabidopsis thaliana	Chr3	836038	837707	
At1g30814	Arabidopsis thaliana	Chr1	10942647	10944727	
At3g12370	Arabidopsis thaliana	Chr3	3937189	3938094	
At1g30810	Arabidopsis thaliana	Chr1	10936764	10942292	
At1g06060	Arabidopsis thaliana	Chr1	1832942	1834861	
At4g29820	Arabidopsis thaliana	Chr4	14595679	14597481	
At3g24110	Arabidopsis thaliana	Chr3	8704428	8705413	
At3g16857	Arabidopsis thaliana	Chr3	5755820	5759443	
At2g34070	Arabidopsis thaliana	Chr2	14387420	14390230	
At3g43440	Arabidopsis thaliana	Chr3	15367595	15370059	
At1g31490	Arabidopsis thaliana	Chr1	11271227	11273294	
At1g09940	Arabidopsis thaliana	Chr1	3236994	3239554	
At5g55740	Arabidopsis thaliana	Chr5	22561940	22564433	
At2g19146	Arabidopsis thaliana	Chr2	8304028	8304455	
At5g45620	Arabidopsis thaliana	Chr5	18501485	18504117	
At3g45130	Arabidopsis thaliana	Chr3	16512270	16517522	
At5g51050	Arabidopsis thaliana	Chr5	20753380	20755714	
At1g71160	Arabidopsis thaliana	Chr1	26828700	26830208	
At1g06390	Arabidopsis thaliana	Chr1	1946787	1950755	
At2g41610	Arabidopsis thaliana	Chr2	17347156	17348239	
At2g44220	Arabidopsis thaliana	Chr2	18283802	18285837	
At4g34990	Arabidopsis thaliana	Chr4	16661328	16662367	
At5g13940	Arabidopsis thaliana	Chr5	4490262	4495585	
At2g47750	Arabidopsis thaliana	Chr2	19560126	19563191	
At4g30670	Arabidopsis thaliana	Chr4	14957357	14957962	
At3g08600	Arabidopsis thaliana	Chr3	2612393	2613823	
At3g60420	Arabidopsis thaliana	Chr3	22334430	22337494	
At1g34510	Arabidopsis thaliana	Chr1	12615732	12617032	
At2g35670	Arabidopsis thaliana	Chr2	14992564	14996756	
At5g20850	Arabidopsis thaliana	Chr5	7070585	7072951	
At4g20020	Arabidopsis thaliana	Chr4	10844401	10846147	
At5g12010	Arabidopsis thaliana	Chr5	3877811	3879539	
At2g04660	Arabidopsis thaliana	Chr2	1624740	1629162	
At3g04560	Arabidopsis thaliana	Chr3	1227359	1229408	
At5g21105	Arabidopsis thaliana	Chr5	7172686	7177841	
At5g21100	Arabidopsis thaliana	Chr5	7168183	7170928	
At3g60390	Arabidopsis thaliana	Chr3	22320594	22322586	
At2g40250	Arabidopsis thaliana	Chr2	16813329	16815251	
At1g30360	Arabidopsis thaliana	Chr1	10715664	10718997	
At5g45390	Arabidopsis thaliana	Chr5	18396301	18398116	
At2g33850	Arabidopsis thaliana	Chr2	14321061	14322049	
At2g38800	Arabidopsis thaliana	Chr2	16216998	16219159	
At5g27860	Arabidopsis thaliana	Chr5	9874823	9876464	
At2g33855	Arabidopsis thaliana	Chr2	14324308	14325192	
